"","Country.Region","date"
"Afghanistan-2020-01-22","Afghanistan","2020-01-22"
"Afghanistan-2020-01-23","Afghanistan","2020-01-23"
"Afghanistan-2020-01-24","Afghanistan","2020-01-24"
"Afghanistan-2020-01-25","Afghanistan","2020-01-25"
"Afghanistan-2020-01-26","Afghanistan","2020-01-26"
"Afghanistan-2020-01-27","Afghanistan","2020-01-27"
"Afghanistan-2020-01-28","Afghanistan","2020-01-28"
"Afghanistan-2020-01-29","Afghanistan","2020-01-29"
"Afghanistan-2020-01-30","Afghanistan","2020-01-30"
"Afghanistan-2020-01-31","Afghanistan","2020-01-31"
"Afghanistan-2020-02-01","Afghanistan","2020-02-01"
"Afghanistan-2020-02-02","Afghanistan","2020-02-02"
"Afghanistan-2020-02-03","Afghanistan","2020-02-03"
"Afghanistan-2020-02-04","Afghanistan","2020-02-04"
"Afghanistan-2020-02-05","Afghanistan","2020-02-05"
"Afghanistan-2020-02-06","Afghanistan","2020-02-06"
"Afghanistan-2020-02-07","Afghanistan","2020-02-07"
"Afghanistan-2020-02-08","Afghanistan","2020-02-08"
"Afghanistan-2020-02-09","Afghanistan","2020-02-09"
"Afghanistan-2020-02-10","Afghanistan","2020-02-10"
"Afghanistan-2020-02-11","Afghanistan","2020-02-11"
"Afghanistan-2020-02-12","Afghanistan","2020-02-12"
"Afghanistan-2020-02-13","Afghanistan","2020-02-13"
"Afghanistan-2020-02-14","Afghanistan","2020-02-14"
"Afghanistan-2020-02-15","Afghanistan","2020-02-15"
"Afghanistan-2020-02-16","Afghanistan","2020-02-16"
"Afghanistan-2020-02-17","Afghanistan","2020-02-17"
"Afghanistan-2020-02-18","Afghanistan","2020-02-18"
"Afghanistan-2020-02-19","Afghanistan","2020-02-19"
"Afghanistan-2020-02-20","Afghanistan","2020-02-20"
"Afghanistan-2020-02-21","Afghanistan","2020-02-21"
"Afghanistan-2020-02-22","Afghanistan","2020-02-22"
"Afghanistan-2020-02-23","Afghanistan","2020-02-23"
"Afghanistan-2020-02-24","Afghanistan","2020-02-24"
"Afghanistan-2020-02-25","Afghanistan","2020-02-25"
"Afghanistan-2020-02-26","Afghanistan","2020-02-26"
"Afghanistan-2020-02-27","Afghanistan","2020-02-27"
"Afghanistan-2020-02-28","Afghanistan","2020-02-28"
"Afghanistan-2020-02-29","Afghanistan","2020-02-29"
"Afghanistan-2020-03-01","Afghanistan","2020-03-01"
"Afghanistan-2020-03-02","Afghanistan","2020-03-02"
"Afghanistan-2020-03-03","Afghanistan","2020-03-03"
"Afghanistan-2020-03-04","Afghanistan","2020-03-04"
"Afghanistan-2020-03-05","Afghanistan","2020-03-05"
"Afghanistan-2020-03-06","Afghanistan","2020-03-06"
"Afghanistan-2020-03-07","Afghanistan","2020-03-07"
"Afghanistan-2020-03-08","Afghanistan","2020-03-08"
"Afghanistan-2020-03-09","Afghanistan","2020-03-09"
"Afghanistan-2020-03-10","Afghanistan","2020-03-10"
"Afghanistan-2020-03-11","Afghanistan","2020-03-11"
"Afghanistan-2020-03-12","Afghanistan","2020-03-12"
"Afghanistan-2020-03-13","Afghanistan","2020-03-13"
"Afghanistan-2020-03-14","Afghanistan","2020-03-14"
"Afghanistan-2020-03-15","Afghanistan","2020-03-15"
"Afghanistan-2020-03-16","Afghanistan","2020-03-16"
"Afghanistan-2020-03-17","Afghanistan","2020-03-17"
"Afghanistan-2020-03-18","Afghanistan","2020-03-18"
"Afghanistan-2020-03-19","Afghanistan","2020-03-19"
"Afghanistan-2020-03-20","Afghanistan","2020-03-20"
"Afghanistan-2020-03-21","Afghanistan","2020-03-21"
"Afghanistan-2020-03-22","Afghanistan","2020-03-22"
"Albania-2020-01-22","Albania","2020-01-22"
"Albania-2020-01-23","Albania","2020-01-23"
"Albania-2020-01-24","Albania","2020-01-24"
"Albania-2020-01-25","Albania","2020-01-25"
"Albania-2020-01-26","Albania","2020-01-26"
"Albania-2020-01-27","Albania","2020-01-27"
"Albania-2020-01-28","Albania","2020-01-28"
"Albania-2020-01-29","Albania","2020-01-29"
"Albania-2020-01-30","Albania","2020-01-30"
"Albania-2020-01-31","Albania","2020-01-31"
"Albania-2020-02-01","Albania","2020-02-01"
"Albania-2020-02-02","Albania","2020-02-02"
"Albania-2020-02-03","Albania","2020-02-03"
"Albania-2020-02-04","Albania","2020-02-04"
"Albania-2020-02-05","Albania","2020-02-05"
"Albania-2020-02-06","Albania","2020-02-06"
"Albania-2020-02-07","Albania","2020-02-07"
"Albania-2020-02-08","Albania","2020-02-08"
"Albania-2020-02-09","Albania","2020-02-09"
"Albania-2020-02-10","Albania","2020-02-10"
"Albania-2020-02-11","Albania","2020-02-11"
"Albania-2020-02-12","Albania","2020-02-12"
"Albania-2020-02-13","Albania","2020-02-13"
"Albania-2020-02-14","Albania","2020-02-14"
"Albania-2020-02-15","Albania","2020-02-15"
"Albania-2020-02-16","Albania","2020-02-16"
"Albania-2020-02-17","Albania","2020-02-17"
"Albania-2020-02-18","Albania","2020-02-18"
"Albania-2020-02-19","Albania","2020-02-19"
"Albania-2020-02-20","Albania","2020-02-20"
"Albania-2020-02-21","Albania","2020-02-21"
"Albania-2020-02-22","Albania","2020-02-22"
"Albania-2020-02-23","Albania","2020-02-23"
"Albania-2020-02-24","Albania","2020-02-24"
"Albania-2020-02-25","Albania","2020-02-25"
"Albania-2020-02-26","Albania","2020-02-26"
"Albania-2020-02-27","Albania","2020-02-27"
"Albania-2020-02-28","Albania","2020-02-28"
"Albania-2020-02-29","Albania","2020-02-29"
"Albania-2020-03-01","Albania","2020-03-01"
"Albania-2020-03-02","Albania","2020-03-02"
"Albania-2020-03-03","Albania","2020-03-03"
"Albania-2020-03-04","Albania","2020-03-04"
"Albania-2020-03-05","Albania","2020-03-05"
"Albania-2020-03-06","Albania","2020-03-06"
"Albania-2020-03-07","Albania","2020-03-07"
"Albania-2020-03-08","Albania","2020-03-08"
"Albania-2020-03-09","Albania","2020-03-09"
"Albania-2020-03-10","Albania","2020-03-10"
"Albania-2020-03-11","Albania","2020-03-11"
"Albania-2020-03-12","Albania","2020-03-12"
"Albania-2020-03-13","Albania","2020-03-13"
"Albania-2020-03-14","Albania","2020-03-14"
"Albania-2020-03-15","Albania","2020-03-15"
"Albania-2020-03-16","Albania","2020-03-16"
"Albania-2020-03-17","Albania","2020-03-17"
"Albania-2020-03-18","Albania","2020-03-18"
"Albania-2020-03-19","Albania","2020-03-19"
"Albania-2020-03-20","Albania","2020-03-20"
"Albania-2020-03-21","Albania","2020-03-21"
"Albania-2020-03-22","Albania","2020-03-22"
"Algeria-2020-01-22","Algeria","2020-01-22"
"Algeria-2020-01-23","Algeria","2020-01-23"
"Algeria-2020-01-24","Algeria","2020-01-24"
"Algeria-2020-01-25","Algeria","2020-01-25"
"Algeria-2020-01-26","Algeria","2020-01-26"
"Algeria-2020-01-27","Algeria","2020-01-27"
"Algeria-2020-01-28","Algeria","2020-01-28"
"Algeria-2020-01-29","Algeria","2020-01-29"
"Algeria-2020-01-30","Algeria","2020-01-30"
"Algeria-2020-01-31","Algeria","2020-01-31"
"Algeria-2020-02-01","Algeria","2020-02-01"
"Algeria-2020-02-02","Algeria","2020-02-02"
"Algeria-2020-02-03","Algeria","2020-02-03"
"Algeria-2020-02-04","Algeria","2020-02-04"
"Algeria-2020-02-05","Algeria","2020-02-05"
"Algeria-2020-02-06","Algeria","2020-02-06"
"Algeria-2020-02-07","Algeria","2020-02-07"
"Algeria-2020-02-08","Algeria","2020-02-08"
"Algeria-2020-02-09","Algeria","2020-02-09"
"Algeria-2020-02-10","Algeria","2020-02-10"
"Algeria-2020-02-11","Algeria","2020-02-11"
"Algeria-2020-02-12","Algeria","2020-02-12"
"Algeria-2020-02-13","Algeria","2020-02-13"
"Algeria-2020-02-14","Algeria","2020-02-14"
"Algeria-2020-02-15","Algeria","2020-02-15"
"Algeria-2020-02-16","Algeria","2020-02-16"
"Algeria-2020-02-17","Algeria","2020-02-17"
"Algeria-2020-02-18","Algeria","2020-02-18"
"Algeria-2020-02-19","Algeria","2020-02-19"
"Algeria-2020-02-20","Algeria","2020-02-20"
"Algeria-2020-02-21","Algeria","2020-02-21"
"Algeria-2020-02-22","Algeria","2020-02-22"
"Algeria-2020-02-23","Algeria","2020-02-23"
"Algeria-2020-02-24","Algeria","2020-02-24"
"Algeria-2020-02-25","Algeria","2020-02-25"
"Algeria-2020-02-26","Algeria","2020-02-26"
"Algeria-2020-02-27","Algeria","2020-02-27"
"Algeria-2020-02-28","Algeria","2020-02-28"
"Algeria-2020-02-29","Algeria","2020-02-29"
"Algeria-2020-03-01","Algeria","2020-03-01"
"Algeria-2020-03-02","Algeria","2020-03-02"
"Algeria-2020-03-03","Algeria","2020-03-03"
"Algeria-2020-03-04","Algeria","2020-03-04"
"Algeria-2020-03-05","Algeria","2020-03-05"
"Algeria-2020-03-06","Algeria","2020-03-06"
"Algeria-2020-03-07","Algeria","2020-03-07"
"Algeria-2020-03-08","Algeria","2020-03-08"
"Algeria-2020-03-09","Algeria","2020-03-09"
"Algeria-2020-03-10","Algeria","2020-03-10"
"Algeria-2020-03-11","Algeria","2020-03-11"
"Algeria-2020-03-12","Algeria","2020-03-12"
"Algeria-2020-03-13","Algeria","2020-03-13"
"Algeria-2020-03-14","Algeria","2020-03-14"
"Algeria-2020-03-15","Algeria","2020-03-15"
"Algeria-2020-03-16","Algeria","2020-03-16"
"Algeria-2020-03-17","Algeria","2020-03-17"
"Algeria-2020-03-18","Algeria","2020-03-18"
"Algeria-2020-03-19","Algeria","2020-03-19"
"Algeria-2020-03-20","Algeria","2020-03-20"
"Algeria-2020-03-21","Algeria","2020-03-21"
"Algeria-2020-03-22","Algeria","2020-03-22"
"Andorra-2020-01-22","Andorra","2020-01-22"
"Andorra-2020-01-23","Andorra","2020-01-23"
"Andorra-2020-01-24","Andorra","2020-01-24"
"Andorra-2020-01-25","Andorra","2020-01-25"
"Andorra-2020-01-26","Andorra","2020-01-26"
"Andorra-2020-01-27","Andorra","2020-01-27"
"Andorra-2020-01-28","Andorra","2020-01-28"
"Andorra-2020-01-29","Andorra","2020-01-29"
"Andorra-2020-01-30","Andorra","2020-01-30"
"Andorra-2020-01-31","Andorra","2020-01-31"
"Andorra-2020-02-01","Andorra","2020-02-01"
"Andorra-2020-02-02","Andorra","2020-02-02"
"Andorra-2020-02-03","Andorra","2020-02-03"
"Andorra-2020-02-04","Andorra","2020-02-04"
"Andorra-2020-02-05","Andorra","2020-02-05"
"Andorra-2020-02-06","Andorra","2020-02-06"
"Andorra-2020-02-07","Andorra","2020-02-07"
"Andorra-2020-02-08","Andorra","2020-02-08"
"Andorra-2020-02-09","Andorra","2020-02-09"
"Andorra-2020-02-10","Andorra","2020-02-10"
"Andorra-2020-02-11","Andorra","2020-02-11"
"Andorra-2020-02-12","Andorra","2020-02-12"
"Andorra-2020-02-13","Andorra","2020-02-13"
"Andorra-2020-02-14","Andorra","2020-02-14"
"Andorra-2020-02-15","Andorra","2020-02-15"
"Andorra-2020-02-16","Andorra","2020-02-16"
"Andorra-2020-02-17","Andorra","2020-02-17"
"Andorra-2020-02-18","Andorra","2020-02-18"
"Andorra-2020-02-19","Andorra","2020-02-19"
"Andorra-2020-02-20","Andorra","2020-02-20"
"Andorra-2020-02-21","Andorra","2020-02-21"
"Andorra-2020-02-22","Andorra","2020-02-22"
"Andorra-2020-02-23","Andorra","2020-02-23"
"Andorra-2020-02-24","Andorra","2020-02-24"
"Andorra-2020-02-25","Andorra","2020-02-25"
"Andorra-2020-02-26","Andorra","2020-02-26"
"Andorra-2020-02-27","Andorra","2020-02-27"
"Andorra-2020-02-28","Andorra","2020-02-28"
"Andorra-2020-02-29","Andorra","2020-02-29"
"Andorra-2020-03-01","Andorra","2020-03-01"
"Andorra-2020-03-02","Andorra","2020-03-02"
"Andorra-2020-03-03","Andorra","2020-03-03"
"Andorra-2020-03-04","Andorra","2020-03-04"
"Andorra-2020-03-05","Andorra","2020-03-05"
"Andorra-2020-03-06","Andorra","2020-03-06"
"Andorra-2020-03-07","Andorra","2020-03-07"
"Andorra-2020-03-08","Andorra","2020-03-08"
"Andorra-2020-03-09","Andorra","2020-03-09"
"Andorra-2020-03-10","Andorra","2020-03-10"
"Andorra-2020-03-11","Andorra","2020-03-11"
"Andorra-2020-03-12","Andorra","2020-03-12"
"Andorra-2020-03-13","Andorra","2020-03-13"
"Andorra-2020-03-14","Andorra","2020-03-14"
"Andorra-2020-03-15","Andorra","2020-03-15"
"Andorra-2020-03-16","Andorra","2020-03-16"
"Andorra-2020-03-17","Andorra","2020-03-17"
"Andorra-2020-03-18","Andorra","2020-03-18"
"Andorra-2020-03-19","Andorra","2020-03-19"
"Andorra-2020-03-20","Andorra","2020-03-20"
"Andorra-2020-03-21","Andorra","2020-03-21"
"Andorra-2020-03-22","Andorra","2020-03-22"
"Angola-2020-01-22","Angola","2020-01-22"
"Angola-2020-01-23","Angola","2020-01-23"
"Angola-2020-01-24","Angola","2020-01-24"
"Angola-2020-01-25","Angola","2020-01-25"
"Angola-2020-01-26","Angola","2020-01-26"
"Angola-2020-01-27","Angola","2020-01-27"
"Angola-2020-01-28","Angola","2020-01-28"
"Angola-2020-01-29","Angola","2020-01-29"
"Angola-2020-01-30","Angola","2020-01-30"
"Angola-2020-01-31","Angola","2020-01-31"
"Angola-2020-02-01","Angola","2020-02-01"
"Angola-2020-02-02","Angola","2020-02-02"
"Angola-2020-02-03","Angola","2020-02-03"
"Angola-2020-02-04","Angola","2020-02-04"
"Angola-2020-02-05","Angola","2020-02-05"
"Angola-2020-02-06","Angola","2020-02-06"
"Angola-2020-02-07","Angola","2020-02-07"
"Angola-2020-02-08","Angola","2020-02-08"
"Angola-2020-02-09","Angola","2020-02-09"
"Angola-2020-02-10","Angola","2020-02-10"
"Angola-2020-02-11","Angola","2020-02-11"
"Angola-2020-02-12","Angola","2020-02-12"
"Angola-2020-02-13","Angola","2020-02-13"
"Angola-2020-02-14","Angola","2020-02-14"
"Angola-2020-02-15","Angola","2020-02-15"
"Angola-2020-02-16","Angola","2020-02-16"
"Angola-2020-02-17","Angola","2020-02-17"
"Angola-2020-02-18","Angola","2020-02-18"
"Angola-2020-02-19","Angola","2020-02-19"
"Angola-2020-02-20","Angola","2020-02-20"
"Angola-2020-02-21","Angola","2020-02-21"
"Angola-2020-02-22","Angola","2020-02-22"
"Angola-2020-02-23","Angola","2020-02-23"
"Angola-2020-02-24","Angola","2020-02-24"
"Angola-2020-02-25","Angola","2020-02-25"
"Angola-2020-02-26","Angola","2020-02-26"
"Angola-2020-02-27","Angola","2020-02-27"
"Angola-2020-02-28","Angola","2020-02-28"
"Angola-2020-02-29","Angola","2020-02-29"
"Angola-2020-03-01","Angola","2020-03-01"
"Angola-2020-03-02","Angola","2020-03-02"
"Angola-2020-03-03","Angola","2020-03-03"
"Angola-2020-03-04","Angola","2020-03-04"
"Angola-2020-03-05","Angola","2020-03-05"
"Angola-2020-03-06","Angola","2020-03-06"
"Angola-2020-03-07","Angola","2020-03-07"
"Angola-2020-03-08","Angola","2020-03-08"
"Angola-2020-03-09","Angola","2020-03-09"
"Angola-2020-03-10","Angola","2020-03-10"
"Angola-2020-03-11","Angola","2020-03-11"
"Angola-2020-03-12","Angola","2020-03-12"
"Angola-2020-03-13","Angola","2020-03-13"
"Angola-2020-03-14","Angola","2020-03-14"
"Angola-2020-03-15","Angola","2020-03-15"
"Angola-2020-03-16","Angola","2020-03-16"
"Angola-2020-03-17","Angola","2020-03-17"
"Angola-2020-03-18","Angola","2020-03-18"
"Angola-2020-03-19","Angola","2020-03-19"
"Angola-2020-03-20","Angola","2020-03-20"
"Angola-2020-03-21","Angola","2020-03-21"
"Angola-2020-03-22","Angola","2020-03-22"
"Antigua and Barbuda-2020-01-22","Antigua and Barbuda","2020-01-22"
"Antigua and Barbuda-2020-01-23","Antigua and Barbuda","2020-01-23"
"Antigua and Barbuda-2020-01-24","Antigua and Barbuda","2020-01-24"
"Antigua and Barbuda-2020-01-25","Antigua and Barbuda","2020-01-25"
"Antigua and Barbuda-2020-01-26","Antigua and Barbuda","2020-01-26"
"Antigua and Barbuda-2020-01-27","Antigua and Barbuda","2020-01-27"
"Antigua and Barbuda-2020-01-28","Antigua and Barbuda","2020-01-28"
"Antigua and Barbuda-2020-01-29","Antigua and Barbuda","2020-01-29"
"Antigua and Barbuda-2020-01-30","Antigua and Barbuda","2020-01-30"
"Antigua and Barbuda-2020-01-31","Antigua and Barbuda","2020-01-31"
"Antigua and Barbuda-2020-02-01","Antigua and Barbuda","2020-02-01"
"Antigua and Barbuda-2020-02-02","Antigua and Barbuda","2020-02-02"
"Antigua and Barbuda-2020-02-03","Antigua and Barbuda","2020-02-03"
"Antigua and Barbuda-2020-02-04","Antigua and Barbuda","2020-02-04"
"Antigua and Barbuda-2020-02-05","Antigua and Barbuda","2020-02-05"
"Antigua and Barbuda-2020-02-06","Antigua and Barbuda","2020-02-06"
"Antigua and Barbuda-2020-02-07","Antigua and Barbuda","2020-02-07"
"Antigua and Barbuda-2020-02-08","Antigua and Barbuda","2020-02-08"
"Antigua and Barbuda-2020-02-09","Antigua and Barbuda","2020-02-09"
"Antigua and Barbuda-2020-02-10","Antigua and Barbuda","2020-02-10"
"Antigua and Barbuda-2020-02-11","Antigua and Barbuda","2020-02-11"
"Antigua and Barbuda-2020-02-12","Antigua and Barbuda","2020-02-12"
"Antigua and Barbuda-2020-02-13","Antigua and Barbuda","2020-02-13"
"Antigua and Barbuda-2020-02-14","Antigua and Barbuda","2020-02-14"
"Antigua and Barbuda-2020-02-15","Antigua and Barbuda","2020-02-15"
"Antigua and Barbuda-2020-02-16","Antigua and Barbuda","2020-02-16"
"Antigua and Barbuda-2020-02-17","Antigua and Barbuda","2020-02-17"
"Antigua and Barbuda-2020-02-18","Antigua and Barbuda","2020-02-18"
"Antigua and Barbuda-2020-02-19","Antigua and Barbuda","2020-02-19"
"Antigua and Barbuda-2020-02-20","Antigua and Barbuda","2020-02-20"
"Antigua and Barbuda-2020-02-21","Antigua and Barbuda","2020-02-21"
"Antigua and Barbuda-2020-02-22","Antigua and Barbuda","2020-02-22"
"Antigua and Barbuda-2020-02-23","Antigua and Barbuda","2020-02-23"
"Antigua and Barbuda-2020-02-24","Antigua and Barbuda","2020-02-24"
"Antigua and Barbuda-2020-02-25","Antigua and Barbuda","2020-02-25"
"Antigua and Barbuda-2020-02-26","Antigua and Barbuda","2020-02-26"
"Antigua and Barbuda-2020-02-27","Antigua and Barbuda","2020-02-27"
"Antigua and Barbuda-2020-02-28","Antigua and Barbuda","2020-02-28"
"Antigua and Barbuda-2020-02-29","Antigua and Barbuda","2020-02-29"
"Antigua and Barbuda-2020-03-01","Antigua and Barbuda","2020-03-01"
"Antigua and Barbuda-2020-03-02","Antigua and Barbuda","2020-03-02"
"Antigua and Barbuda-2020-03-03","Antigua and Barbuda","2020-03-03"
"Antigua and Barbuda-2020-03-04","Antigua and Barbuda","2020-03-04"
"Antigua and Barbuda-2020-03-05","Antigua and Barbuda","2020-03-05"
"Antigua and Barbuda-2020-03-06","Antigua and Barbuda","2020-03-06"
"Antigua and Barbuda-2020-03-07","Antigua and Barbuda","2020-03-07"
"Antigua and Barbuda-2020-03-08","Antigua and Barbuda","2020-03-08"
"Antigua and Barbuda-2020-03-09","Antigua and Barbuda","2020-03-09"
"Antigua and Barbuda-2020-03-10","Antigua and Barbuda","2020-03-10"
"Antigua and Barbuda-2020-03-11","Antigua and Barbuda","2020-03-11"
"Antigua and Barbuda-2020-03-12","Antigua and Barbuda","2020-03-12"
"Antigua and Barbuda-2020-03-13","Antigua and Barbuda","2020-03-13"
"Antigua and Barbuda-2020-03-14","Antigua and Barbuda","2020-03-14"
"Antigua and Barbuda-2020-03-15","Antigua and Barbuda","2020-03-15"
"Antigua and Barbuda-2020-03-16","Antigua and Barbuda","2020-03-16"
"Antigua and Barbuda-2020-03-17","Antigua and Barbuda","2020-03-17"
"Antigua and Barbuda-2020-03-18","Antigua and Barbuda","2020-03-18"
"Antigua and Barbuda-2020-03-19","Antigua and Barbuda","2020-03-19"
"Antigua and Barbuda-2020-03-20","Antigua and Barbuda","2020-03-20"
"Antigua and Barbuda-2020-03-21","Antigua and Barbuda","2020-03-21"
"Antigua and Barbuda-2020-03-22","Antigua and Barbuda","2020-03-22"
"Argentina-2020-01-22","Argentina","2020-01-22"
"Argentina-2020-01-23","Argentina","2020-01-23"
"Argentina-2020-01-24","Argentina","2020-01-24"
"Argentina-2020-01-25","Argentina","2020-01-25"
"Argentina-2020-01-26","Argentina","2020-01-26"
"Argentina-2020-01-27","Argentina","2020-01-27"
"Argentina-2020-01-28","Argentina","2020-01-28"
"Argentina-2020-01-29","Argentina","2020-01-29"
"Argentina-2020-01-30","Argentina","2020-01-30"
"Argentina-2020-01-31","Argentina","2020-01-31"
"Argentina-2020-02-01","Argentina","2020-02-01"
"Argentina-2020-02-02","Argentina","2020-02-02"
"Argentina-2020-02-03","Argentina","2020-02-03"
"Argentina-2020-02-04","Argentina","2020-02-04"
"Argentina-2020-02-05","Argentina","2020-02-05"
"Argentina-2020-02-06","Argentina","2020-02-06"
"Argentina-2020-02-07","Argentina","2020-02-07"
"Argentina-2020-02-08","Argentina","2020-02-08"
"Argentina-2020-02-09","Argentina","2020-02-09"
"Argentina-2020-02-10","Argentina","2020-02-10"
"Argentina-2020-02-11","Argentina","2020-02-11"
"Argentina-2020-02-12","Argentina","2020-02-12"
"Argentina-2020-02-13","Argentina","2020-02-13"
"Argentina-2020-02-14","Argentina","2020-02-14"
"Argentina-2020-02-15","Argentina","2020-02-15"
"Argentina-2020-02-16","Argentina","2020-02-16"
"Argentina-2020-02-17","Argentina","2020-02-17"
"Argentina-2020-02-18","Argentina","2020-02-18"
"Argentina-2020-02-19","Argentina","2020-02-19"
"Argentina-2020-02-20","Argentina","2020-02-20"
"Argentina-2020-02-21","Argentina","2020-02-21"
"Argentina-2020-02-22","Argentina","2020-02-22"
"Argentina-2020-02-23","Argentina","2020-02-23"
"Argentina-2020-02-24","Argentina","2020-02-24"
"Argentina-2020-02-25","Argentina","2020-02-25"
"Argentina-2020-02-26","Argentina","2020-02-26"
"Argentina-2020-02-27","Argentina","2020-02-27"
"Argentina-2020-02-28","Argentina","2020-02-28"
"Argentina-2020-02-29","Argentina","2020-02-29"
"Argentina-2020-03-01","Argentina","2020-03-01"
"Argentina-2020-03-02","Argentina","2020-03-02"
"Argentina-2020-03-03","Argentina","2020-03-03"
"Argentina-2020-03-04","Argentina","2020-03-04"
"Argentina-2020-03-05","Argentina","2020-03-05"
"Argentina-2020-03-06","Argentina","2020-03-06"
"Argentina-2020-03-07","Argentina","2020-03-07"
"Argentina-2020-03-08","Argentina","2020-03-08"
"Argentina-2020-03-09","Argentina","2020-03-09"
"Argentina-2020-03-10","Argentina","2020-03-10"
"Argentina-2020-03-11","Argentina","2020-03-11"
"Argentina-2020-03-12","Argentina","2020-03-12"
"Argentina-2020-03-13","Argentina","2020-03-13"
"Argentina-2020-03-14","Argentina","2020-03-14"
"Argentina-2020-03-15","Argentina","2020-03-15"
"Argentina-2020-03-16","Argentina","2020-03-16"
"Argentina-2020-03-17","Argentina","2020-03-17"
"Argentina-2020-03-18","Argentina","2020-03-18"
"Argentina-2020-03-19","Argentina","2020-03-19"
"Argentina-2020-03-20","Argentina","2020-03-20"
"Argentina-2020-03-21","Argentina","2020-03-21"
"Argentina-2020-03-22","Argentina","2020-03-22"
"Armenia-2020-01-22","Armenia","2020-01-22"
"Armenia-2020-01-23","Armenia","2020-01-23"
"Armenia-2020-01-24","Armenia","2020-01-24"
"Armenia-2020-01-25","Armenia","2020-01-25"
"Armenia-2020-01-26","Armenia","2020-01-26"
"Armenia-2020-01-27","Armenia","2020-01-27"
"Armenia-2020-01-28","Armenia","2020-01-28"
"Armenia-2020-01-29","Armenia","2020-01-29"
"Armenia-2020-01-30","Armenia","2020-01-30"
"Armenia-2020-01-31","Armenia","2020-01-31"
"Armenia-2020-02-01","Armenia","2020-02-01"
"Armenia-2020-02-02","Armenia","2020-02-02"
"Armenia-2020-02-03","Armenia","2020-02-03"
"Armenia-2020-02-04","Armenia","2020-02-04"
"Armenia-2020-02-05","Armenia","2020-02-05"
"Armenia-2020-02-06","Armenia","2020-02-06"
"Armenia-2020-02-07","Armenia","2020-02-07"
"Armenia-2020-02-08","Armenia","2020-02-08"
"Armenia-2020-02-09","Armenia","2020-02-09"
"Armenia-2020-02-10","Armenia","2020-02-10"
"Armenia-2020-02-11","Armenia","2020-02-11"
"Armenia-2020-02-12","Armenia","2020-02-12"
"Armenia-2020-02-13","Armenia","2020-02-13"
"Armenia-2020-02-14","Armenia","2020-02-14"
"Armenia-2020-02-15","Armenia","2020-02-15"
"Armenia-2020-02-16","Armenia","2020-02-16"
"Armenia-2020-02-17","Armenia","2020-02-17"
"Armenia-2020-02-18","Armenia","2020-02-18"
"Armenia-2020-02-19","Armenia","2020-02-19"
"Armenia-2020-02-20","Armenia","2020-02-20"
"Armenia-2020-02-21","Armenia","2020-02-21"
"Armenia-2020-02-22","Armenia","2020-02-22"
"Armenia-2020-02-23","Armenia","2020-02-23"
"Armenia-2020-02-24","Armenia","2020-02-24"
"Armenia-2020-02-25","Armenia","2020-02-25"
"Armenia-2020-02-26","Armenia","2020-02-26"
"Armenia-2020-02-27","Armenia","2020-02-27"
"Armenia-2020-02-28","Armenia","2020-02-28"
"Armenia-2020-02-29","Armenia","2020-02-29"
"Armenia-2020-03-01","Armenia","2020-03-01"
"Armenia-2020-03-02","Armenia","2020-03-02"
"Armenia-2020-03-03","Armenia","2020-03-03"
"Armenia-2020-03-04","Armenia","2020-03-04"
"Armenia-2020-03-05","Armenia","2020-03-05"
"Armenia-2020-03-06","Armenia","2020-03-06"
"Armenia-2020-03-07","Armenia","2020-03-07"
"Armenia-2020-03-08","Armenia","2020-03-08"
"Armenia-2020-03-09","Armenia","2020-03-09"
"Armenia-2020-03-10","Armenia","2020-03-10"
"Armenia-2020-03-11","Armenia","2020-03-11"
"Armenia-2020-03-12","Armenia","2020-03-12"
"Armenia-2020-03-13","Armenia","2020-03-13"
"Armenia-2020-03-14","Armenia","2020-03-14"
"Armenia-2020-03-15","Armenia","2020-03-15"
"Armenia-2020-03-16","Armenia","2020-03-16"
"Armenia-2020-03-17","Armenia","2020-03-17"
"Armenia-2020-03-18","Armenia","2020-03-18"
"Armenia-2020-03-19","Armenia","2020-03-19"
"Armenia-2020-03-20","Armenia","2020-03-20"
"Armenia-2020-03-21","Armenia","2020-03-21"
"Armenia-2020-03-22","Armenia","2020-03-22"
"Australia-2020-01-22","Australia","2020-01-22"
"Australia-2020-01-23","Australia","2020-01-23"
"Australia-2020-01-24","Australia","2020-01-24"
"Australia-2020-01-25","Australia","2020-01-25"
"Australia-2020-01-26","Australia","2020-01-26"
"Australia-2020-01-27","Australia","2020-01-27"
"Australia-2020-01-28","Australia","2020-01-28"
"Australia-2020-01-29","Australia","2020-01-29"
"Australia-2020-01-30","Australia","2020-01-30"
"Australia-2020-01-31","Australia","2020-01-31"
"Australia-2020-02-01","Australia","2020-02-01"
"Australia-2020-02-02","Australia","2020-02-02"
"Australia-2020-02-03","Australia","2020-02-03"
"Australia-2020-02-04","Australia","2020-02-04"
"Australia-2020-02-05","Australia","2020-02-05"
"Australia-2020-02-06","Australia","2020-02-06"
"Australia-2020-02-07","Australia","2020-02-07"
"Australia-2020-02-08","Australia","2020-02-08"
"Australia-2020-02-09","Australia","2020-02-09"
"Australia-2020-02-10","Australia","2020-02-10"
"Australia-2020-02-11","Australia","2020-02-11"
"Australia-2020-02-12","Australia","2020-02-12"
"Australia-2020-02-13","Australia","2020-02-13"
