"","Country.Region","date"
"Qatar-2020-03-12","Qatar","2020-03-12"
"Qatar-2020-03-13","Qatar","2020-03-13"
"Qatar-2020-03-14","Qatar","2020-03-14"
"Qatar-2020-03-15","Qatar","2020-03-15"
"Qatar-2020-03-16","Qatar","2020-03-16"
"Qatar-2020-03-17","Qatar","2020-03-17"
"Qatar-2020-03-18","Qatar","2020-03-18"
"Qatar-2020-03-19","Qatar","2020-03-19"
"Qatar-2020-03-20","Qatar","2020-03-20"
"Qatar-2020-03-21","Qatar","2020-03-21"
"Qatar-2020-03-22","Qatar","2020-03-22"
"Romania-2020-01-22","Romania","2020-01-22"
"Romania-2020-01-23","Romania","2020-01-23"
"Romania-2020-01-24","Romania","2020-01-24"
"Romania-2020-01-25","Romania","2020-01-25"
"Romania-2020-01-26","Romania","2020-01-26"
"Romania-2020-01-27","Romania","2020-01-27"
"Romania-2020-01-28","Romania","2020-01-28"
"Romania-2020-01-29","Romania","2020-01-29"
"Romania-2020-01-30","Romania","2020-01-30"
"Romania-2020-01-31","Romania","2020-01-31"
"Romania-2020-02-01","Romania","2020-02-01"
"Romania-2020-02-02","Romania","2020-02-02"
"Romania-2020-02-03","Romania","2020-02-03"
"Romania-2020-02-04","Romania","2020-02-04"
"Romania-2020-02-05","Romania","2020-02-05"
"Romania-2020-02-06","Romania","2020-02-06"
"Romania-2020-02-07","Romania","2020-02-07"
"Romania-2020-02-08","Romania","2020-02-08"
"Romania-2020-02-09","Romania","2020-02-09"
"Romania-2020-02-10","Romania","2020-02-10"
"Romania-2020-02-11","Romania","2020-02-11"
"Romania-2020-02-12","Romania","2020-02-12"
"Romania-2020-02-13","Romania","2020-02-13"
"Romania-2020-02-14","Romania","2020-02-14"
"Romania-2020-02-15","Romania","2020-02-15"
"Romania-2020-02-16","Romania","2020-02-16"
"Romania-2020-02-17","Romania","2020-02-17"
"Romania-2020-02-18","Romania","2020-02-18"
"Romania-2020-02-19","Romania","2020-02-19"
"Romania-2020-02-20","Romania","2020-02-20"
"Romania-2020-02-21","Romania","2020-02-21"
"Romania-2020-02-22","Romania","2020-02-22"
"Romania-2020-02-23","Romania","2020-02-23"
"Romania-2020-02-24","Romania","2020-02-24"
"Romania-2020-02-25","Romania","2020-02-25"
"Romania-2020-02-26","Romania","2020-02-26"
"Romania-2020-02-27","Romania","2020-02-27"
"Romania-2020-02-28","Romania","2020-02-28"
"Romania-2020-02-29","Romania","2020-02-29"
"Romania-2020-03-01","Romania","2020-03-01"
"Romania-2020-03-02","Romania","2020-03-02"
"Romania-2020-03-03","Romania","2020-03-03"
"Romania-2020-03-04","Romania","2020-03-04"
"Romania-2020-03-05","Romania","2020-03-05"
"Romania-2020-03-06","Romania","2020-03-06"
"Romania-2020-03-07","Romania","2020-03-07"
"Romania-2020-03-08","Romania","2020-03-08"
"Romania-2020-03-09","Romania","2020-03-09"
"Romania-2020-03-10","Romania","2020-03-10"
"Romania-2020-03-11","Romania","2020-03-11"
"Romania-2020-03-12","Romania","2020-03-12"
"Romania-2020-03-13","Romania","2020-03-13"
"Romania-2020-03-14","Romania","2020-03-14"
"Romania-2020-03-15","Romania","2020-03-15"
"Romania-2020-03-16","Romania","2020-03-16"
"Romania-2020-03-17","Romania","2020-03-17"
"Romania-2020-03-18","Romania","2020-03-18"
"Romania-2020-03-19","Romania","2020-03-19"
"Romania-2020-03-20","Romania","2020-03-20"
"Romania-2020-03-21","Romania","2020-03-21"
"Romania-2020-03-22","Romania","2020-03-22"
"Russia-2020-01-22","Russia","2020-01-22"
"Russia-2020-01-23","Russia","2020-01-23"
"Russia-2020-01-24","Russia","2020-01-24"
"Russia-2020-01-25","Russia","2020-01-25"
"Russia-2020-01-26","Russia","2020-01-26"
"Russia-2020-01-27","Russia","2020-01-27"
"Russia-2020-01-28","Russia","2020-01-28"
"Russia-2020-01-29","Russia","2020-01-29"
"Russia-2020-01-30","Russia","2020-01-30"
"Russia-2020-01-31","Russia","2020-01-31"
"Russia-2020-02-01","Russia","2020-02-01"
"Russia-2020-02-02","Russia","2020-02-02"
"Russia-2020-02-03","Russia","2020-02-03"
"Russia-2020-02-04","Russia","2020-02-04"
"Russia-2020-02-05","Russia","2020-02-05"
"Russia-2020-02-06","Russia","2020-02-06"
"Russia-2020-02-07","Russia","2020-02-07"
"Russia-2020-02-08","Russia","2020-02-08"
"Russia-2020-02-09","Russia","2020-02-09"
"Russia-2020-02-10","Russia","2020-02-10"
"Russia-2020-02-11","Russia","2020-02-11"
"Russia-2020-02-12","Russia","2020-02-12"
"Russia-2020-02-13","Russia","2020-02-13"
"Russia-2020-02-14","Russia","2020-02-14"
"Russia-2020-02-15","Russia","2020-02-15"
"Russia-2020-02-16","Russia","2020-02-16"
"Russia-2020-02-17","Russia","2020-02-17"
"Russia-2020-02-18","Russia","2020-02-18"
"Russia-2020-02-19","Russia","2020-02-19"
"Russia-2020-02-20","Russia","2020-02-20"
"Russia-2020-02-21","Russia","2020-02-21"
"Russia-2020-02-22","Russia","2020-02-22"
"Russia-2020-02-23","Russia","2020-02-23"
"Russia-2020-02-24","Russia","2020-02-24"
"Russia-2020-02-25","Russia","2020-02-25"
"Russia-2020-02-26","Russia","2020-02-26"
"Russia-2020-02-27","Russia","2020-02-27"
"Russia-2020-02-28","Russia","2020-02-28"
"Russia-2020-02-29","Russia","2020-02-29"
"Russia-2020-03-01","Russia","2020-03-01"
"Russia-2020-03-02","Russia","2020-03-02"
"Russia-2020-03-03","Russia","2020-03-03"
"Russia-2020-03-04","Russia","2020-03-04"
"Russia-2020-03-05","Russia","2020-03-05"
"Russia-2020-03-06","Russia","2020-03-06"
"Russia-2020-03-07","Russia","2020-03-07"
"Russia-2020-03-08","Russia","2020-03-08"
"Russia-2020-03-09","Russia","2020-03-09"
"Russia-2020-03-10","Russia","2020-03-10"
"Russia-2020-03-11","Russia","2020-03-11"
"Russia-2020-03-12","Russia","2020-03-12"
"Russia-2020-03-13","Russia","2020-03-13"
"Russia-2020-03-14","Russia","2020-03-14"
"Russia-2020-03-15","Russia","2020-03-15"
"Russia-2020-03-16","Russia","2020-03-16"
"Russia-2020-03-17","Russia","2020-03-17"
"Russia-2020-03-18","Russia","2020-03-18"
"Russia-2020-03-19","Russia","2020-03-19"
"Russia-2020-03-20","Russia","2020-03-20"
"Russia-2020-03-21","Russia","2020-03-21"
"Russia-2020-03-22","Russia","2020-03-22"
"Rwanda-2020-01-22","Rwanda","2020-01-22"
"Rwanda-2020-01-23","Rwanda","2020-01-23"
"Rwanda-2020-01-24","Rwanda","2020-01-24"
"Rwanda-2020-01-25","Rwanda","2020-01-25"
"Rwanda-2020-01-26","Rwanda","2020-01-26"
"Rwanda-2020-01-27","Rwanda","2020-01-27"
"Rwanda-2020-01-28","Rwanda","2020-01-28"
"Rwanda-2020-01-29","Rwanda","2020-01-29"
"Rwanda-2020-01-30","Rwanda","2020-01-30"
"Rwanda-2020-01-31","Rwanda","2020-01-31"
"Rwanda-2020-02-01","Rwanda","2020-02-01"
"Rwanda-2020-02-02","Rwanda","2020-02-02"
"Rwanda-2020-02-03","Rwanda","2020-02-03"
"Rwanda-2020-02-04","Rwanda","2020-02-04"
"Rwanda-2020-02-05","Rwanda","2020-02-05"
"Rwanda-2020-02-06","Rwanda","2020-02-06"
"Rwanda-2020-02-07","Rwanda","2020-02-07"
"Rwanda-2020-02-08","Rwanda","2020-02-08"
"Rwanda-2020-02-09","Rwanda","2020-02-09"
"Rwanda-2020-02-10","Rwanda","2020-02-10"
"Rwanda-2020-02-11","Rwanda","2020-02-11"
"Rwanda-2020-02-12","Rwanda","2020-02-12"
"Rwanda-2020-02-13","Rwanda","2020-02-13"
"Rwanda-2020-02-14","Rwanda","2020-02-14"
"Rwanda-2020-02-15","Rwanda","2020-02-15"
"Rwanda-2020-02-16","Rwanda","2020-02-16"
"Rwanda-2020-02-17","Rwanda","2020-02-17"
"Rwanda-2020-02-18","Rwanda","2020-02-18"
"Rwanda-2020-02-19","Rwanda","2020-02-19"
"Rwanda-2020-02-20","Rwanda","2020-02-20"
"Rwanda-2020-02-21","Rwanda","2020-02-21"
"Rwanda-2020-02-22","Rwanda","2020-02-22"
"Rwanda-2020-02-23","Rwanda","2020-02-23"
"Rwanda-2020-02-24","Rwanda","2020-02-24"
"Rwanda-2020-02-25","Rwanda","2020-02-25"
"Rwanda-2020-02-26","Rwanda","2020-02-26"
"Rwanda-2020-02-27","Rwanda","2020-02-27"
"Rwanda-2020-02-28","Rwanda","2020-02-28"
"Rwanda-2020-02-29","Rwanda","2020-02-29"
"Rwanda-2020-03-01","Rwanda","2020-03-01"
"Rwanda-2020-03-02","Rwanda","2020-03-02"
"Rwanda-2020-03-03","Rwanda","2020-03-03"
"Rwanda-2020-03-04","Rwanda","2020-03-04"
"Rwanda-2020-03-05","Rwanda","2020-03-05"
"Rwanda-2020-03-06","Rwanda","2020-03-06"
"Rwanda-2020-03-07","Rwanda","2020-03-07"
"Rwanda-2020-03-08","Rwanda","2020-03-08"
"Rwanda-2020-03-09","Rwanda","2020-03-09"
"Rwanda-2020-03-10","Rwanda","2020-03-10"
"Rwanda-2020-03-11","Rwanda","2020-03-11"
"Rwanda-2020-03-12","Rwanda","2020-03-12"
"Rwanda-2020-03-13","Rwanda","2020-03-13"
"Rwanda-2020-03-14","Rwanda","2020-03-14"
"Rwanda-2020-03-15","Rwanda","2020-03-15"
"Rwanda-2020-03-16","Rwanda","2020-03-16"
"Rwanda-2020-03-17","Rwanda","2020-03-17"
"Rwanda-2020-03-18","Rwanda","2020-03-18"
"Rwanda-2020-03-19","Rwanda","2020-03-19"
"Rwanda-2020-03-20","Rwanda","2020-03-20"
"Rwanda-2020-03-21","Rwanda","2020-03-21"
"Rwanda-2020-03-22","Rwanda","2020-03-22"
"Saint Lucia-2020-01-22","Saint Lucia","2020-01-22"
"Saint Lucia-2020-01-23","Saint Lucia","2020-01-23"
"Saint Lucia-2020-01-24","Saint Lucia","2020-01-24"
"Saint Lucia-2020-01-25","Saint Lucia","2020-01-25"
"Saint Lucia-2020-01-26","Saint Lucia","2020-01-26"
"Saint Lucia-2020-01-27","Saint Lucia","2020-01-27"
"Saint Lucia-2020-01-28","Saint Lucia","2020-01-28"
"Saint Lucia-2020-01-29","Saint Lucia","2020-01-29"
"Saint Lucia-2020-01-30","Saint Lucia","2020-01-30"
"Saint Lucia-2020-01-31","Saint Lucia","2020-01-31"
"Saint Lucia-2020-02-01","Saint Lucia","2020-02-01"
"Saint Lucia-2020-02-02","Saint Lucia","2020-02-02"
"Saint Lucia-2020-02-03","Saint Lucia","2020-02-03"
"Saint Lucia-2020-02-04","Saint Lucia","2020-02-04"
"Saint Lucia-2020-02-05","Saint Lucia","2020-02-05"
"Saint Lucia-2020-02-06","Saint Lucia","2020-02-06"
"Saint Lucia-2020-02-07","Saint Lucia","2020-02-07"
"Saint Lucia-2020-02-08","Saint Lucia","2020-02-08"
"Saint Lucia-2020-02-09","Saint Lucia","2020-02-09"
"Saint Lucia-2020-02-10","Saint Lucia","2020-02-10"
"Saint Lucia-2020-02-11","Saint Lucia","2020-02-11"
"Saint Lucia-2020-02-12","Saint Lucia","2020-02-12"
"Saint Lucia-2020-02-13","Saint Lucia","2020-02-13"
"Saint Lucia-2020-02-14","Saint Lucia","2020-02-14"
"Saint Lucia-2020-02-15","Saint Lucia","2020-02-15"
"Saint Lucia-2020-02-16","Saint Lucia","2020-02-16"
"Saint Lucia-2020-02-17","Saint Lucia","2020-02-17"
"Saint Lucia-2020-02-18","Saint Lucia","2020-02-18"
"Saint Lucia-2020-02-19","Saint Lucia","2020-02-19"
"Saint Lucia-2020-02-20","Saint Lucia","2020-02-20"
"Saint Lucia-2020-02-21","Saint Lucia","2020-02-21"
"Saint Lucia-2020-02-22","Saint Lucia","2020-02-22"
"Saint Lucia-2020-02-23","Saint Lucia","2020-02-23"
"Saint Lucia-2020-02-24","Saint Lucia","2020-02-24"
"Saint Lucia-2020-02-25","Saint Lucia","2020-02-25"
"Saint Lucia-2020-02-26","Saint Lucia","2020-02-26"
"Saint Lucia-2020-02-27","Saint Lucia","2020-02-27"
"Saint Lucia-2020-02-28","Saint Lucia","2020-02-28"
"Saint Lucia-2020-02-29","Saint Lucia","2020-02-29"
"Saint Lucia-2020-03-01","Saint Lucia","2020-03-01"
"Saint Lucia-2020-03-02","Saint Lucia","2020-03-02"
"Saint Lucia-2020-03-03","Saint Lucia","2020-03-03"
"Saint Lucia-2020-03-04","Saint Lucia","2020-03-04"
"Saint Lucia-2020-03-05","Saint Lucia","2020-03-05"
"Saint Lucia-2020-03-06","Saint Lucia","2020-03-06"
"Saint Lucia-2020-03-07","Saint Lucia","2020-03-07"
"Saint Lucia-2020-03-08","Saint Lucia","2020-03-08"
"Saint Lucia-2020-03-09","Saint Lucia","2020-03-09"
"Saint Lucia-2020-03-10","Saint Lucia","2020-03-10"
"Saint Lucia-2020-03-11","Saint Lucia","2020-03-11"
"Saint Lucia-2020-03-12","Saint Lucia","2020-03-12"
"Saint Lucia-2020-03-13","Saint Lucia","2020-03-13"
"Saint Lucia-2020-03-14","Saint Lucia","2020-03-14"
"Saint Lucia-2020-03-15","Saint Lucia","2020-03-15"
"Saint Lucia-2020-03-16","Saint Lucia","2020-03-16"
"Saint Lucia-2020-03-17","Saint Lucia","2020-03-17"
"Saint Lucia-2020-03-18","Saint Lucia","2020-03-18"
"Saint Lucia-2020-03-19","Saint Lucia","2020-03-19"
"Saint Lucia-2020-03-20","Saint Lucia","2020-03-20"
"Saint Lucia-2020-03-21","Saint Lucia","2020-03-21"
"Saint Lucia-2020-03-22","Saint Lucia","2020-03-22"
"Saint Vincent and the Grenadines-2020-01-22","Saint Vincent and the Grenadines","2020-01-22"
"Saint Vincent and the Grenadines-2020-01-23","Saint Vincent and the Grenadines","2020-01-23"
"Saint Vincent and the Grenadines-2020-01-24","Saint Vincent and the Grenadines","2020-01-24"
"Saint Vincent and the Grenadines-2020-01-25","Saint Vincent and the Grenadines","2020-01-25"
"Saint Vincent and the Grenadines-2020-01-26","Saint Vincent and the Grenadines","2020-01-26"
"Saint Vincent and the Grenadines-2020-01-27","Saint Vincent and the Grenadines","2020-01-27"
"Saint Vincent and the Grenadines-2020-01-28","Saint Vincent and the Grenadines","2020-01-28"
"Saint Vincent and the Grenadines-2020-01-29","Saint Vincent and the Grenadines","2020-01-29"
"Saint Vincent and the Grenadines-2020-01-30","Saint Vincent and the Grenadines","2020-01-30"
"Saint Vincent and the Grenadines-2020-01-31","Saint Vincent and the Grenadines","2020-01-31"
"Saint Vincent and the Grenadines-2020-02-01","Saint Vincent and the Grenadines","2020-02-01"
"Saint Vincent and the Grenadines-2020-02-02","Saint Vincent and the Grenadines","2020-02-02"
"Saint Vincent and the Grenadines-2020-02-03","Saint Vincent and the Grenadines","2020-02-03"
"Saint Vincent and the Grenadines-2020-02-04","Saint Vincent and the Grenadines","2020-02-04"
"Saint Vincent and the Grenadines-2020-02-05","Saint Vincent and the Grenadines","2020-02-05"
"Saint Vincent and the Grenadines-2020-02-06","Saint Vincent and the Grenadines","2020-02-06"
"Saint Vincent and the Grenadines-2020-02-07","Saint Vincent and the Grenadines","2020-02-07"
"Saint Vincent and the Grenadines-2020-02-08","Saint Vincent and the Grenadines","2020-02-08"
"Saint Vincent and the Grenadines-2020-02-09","Saint Vincent and the Grenadines","2020-02-09"
"Saint Vincent and the Grenadines-2020-02-10","Saint Vincent and the Grenadines","2020-02-10"
"Saint Vincent and the Grenadines-2020-02-11","Saint Vincent and the Grenadines","2020-02-11"
"Saint Vincent and the Grenadines-2020-02-12","Saint Vincent and the Grenadines","2020-02-12"
"Saint Vincent and the Grenadines-2020-02-13","Saint Vincent and the Grenadines","2020-02-13"
"Saint Vincent and the Grenadines-2020-02-14","Saint Vincent and the Grenadines","2020-02-14"
"Saint Vincent and the Grenadines-2020-02-15","Saint Vincent and the Grenadines","2020-02-15"
"Saint Vincent and the Grenadines-2020-02-16","Saint Vincent and the Grenadines","2020-02-16"
"Saint Vincent and the Grenadines-2020-02-17","Saint Vincent and the Grenadines","2020-02-17"
"Saint Vincent and the Grenadines-2020-02-18","Saint Vincent and the Grenadines","2020-02-18"
"Saint Vincent and the Grenadines-2020-02-19","Saint Vincent and the Grenadines","2020-02-19"
"Saint Vincent and the Grenadines-2020-02-20","Saint Vincent and the Grenadines","2020-02-20"
"Saint Vincent and the Grenadines-2020-02-21","Saint Vincent and the Grenadines","2020-02-21"
"Saint Vincent and the Grenadines-2020-02-22","Saint Vincent and the Grenadines","2020-02-22"
"Saint Vincent and the Grenadines-2020-02-23","Saint Vincent and the Grenadines","2020-02-23"
"Saint Vincent and the Grenadines-2020-02-24","Saint Vincent and the Grenadines","2020-02-24"
"Saint Vincent and the Grenadines-2020-02-25","Saint Vincent and the Grenadines","2020-02-25"
"Saint Vincent and the Grenadines-2020-02-26","Saint Vincent and the Grenadines","2020-02-26"
"Saint Vincent and the Grenadines-2020-02-27","Saint Vincent and the Grenadines","2020-02-27"
"Saint Vincent and the Grenadines-2020-02-28","Saint Vincent and the Grenadines","2020-02-28"
"Saint Vincent and the Grenadines-2020-02-29","Saint Vincent and the Grenadines","2020-02-29"
"Saint Vincent and the Grenadines-2020-03-01","Saint Vincent and the Grenadines","2020-03-01"
"Saint Vincent and the Grenadines-2020-03-02","Saint Vincent and the Grenadines","2020-03-02"
"Saint Vincent and the Grenadines-2020-03-03","Saint Vincent and the Grenadines","2020-03-03"
"Saint Vincent and the Grenadines-2020-03-04","Saint Vincent and the Grenadines","2020-03-04"
"Saint Vincent and the Grenadines-2020-03-05","Saint Vincent and the Grenadines","2020-03-05"
"Saint Vincent and the Grenadines-2020-03-06","Saint Vincent and the Grenadines","2020-03-06"
"Saint Vincent and the Grenadines-2020-03-07","Saint Vincent and the Grenadines","2020-03-07"
"Saint Vincent and the Grenadines-2020-03-08","Saint Vincent and the Grenadines","2020-03-08"
"Saint Vincent and the Grenadines-2020-03-09","Saint Vincent and the Grenadines","2020-03-09"
"Saint Vincent and the Grenadines-2020-03-10","Saint Vincent and the Grenadines","2020-03-10"
"Saint Vincent and the Grenadines-2020-03-11","Saint Vincent and the Grenadines","2020-03-11"
"Saint Vincent and the Grenadines-2020-03-12","Saint Vincent and the Grenadines","2020-03-12"
"Saint Vincent and the Grenadines-2020-03-13","Saint Vincent and the Grenadines","2020-03-13"
"Saint Vincent and the Grenadines-2020-03-14","Saint Vincent and the Grenadines","2020-03-14"
"Saint Vincent and the Grenadines-2020-03-15","Saint Vincent and the Grenadines","2020-03-15"
"Saint Vincent and the Grenadines-2020-03-16","Saint Vincent and the Grenadines","2020-03-16"
"Saint Vincent and the Grenadines-2020-03-17","Saint Vincent and the Grenadines","2020-03-17"
"Saint Vincent and the Grenadines-2020-03-18","Saint Vincent and the Grenadines","2020-03-18"
"Saint Vincent and the Grenadines-2020-03-19","Saint Vincent and the Grenadines","2020-03-19"
"Saint Vincent and the Grenadines-2020-03-20","Saint Vincent and the Grenadines","2020-03-20"
"Saint Vincent and the Grenadines-2020-03-21","Saint Vincent and the Grenadines","2020-03-21"
"Saint Vincent and the Grenadines-2020-03-22","Saint Vincent and the Grenadines","2020-03-22"
"San Marino-2020-01-22","San Marino","2020-01-22"
"San Marino-2020-01-23","San Marino","2020-01-23"
"San Marino-2020-01-24","San Marino","2020-01-24"
"San Marino-2020-01-25","San Marino","2020-01-25"
"San Marino-2020-01-26","San Marino","2020-01-26"
"San Marino-2020-01-27","San Marino","2020-01-27"
"San Marino-2020-01-28","San Marino","2020-01-28"
"San Marino-2020-01-29","San Marino","2020-01-29"
"San Marino-2020-01-30","San Marino","2020-01-30"
"San Marino-2020-01-31","San Marino","2020-01-31"
"San Marino-2020-02-01","San Marino","2020-02-01"
"San Marino-2020-02-02","San Marino","2020-02-02"
"San Marino-2020-02-03","San Marino","2020-02-03"
"San Marino-2020-02-04","San Marino","2020-02-04"
"San Marino-2020-02-05","San Marino","2020-02-05"
"San Marino-2020-02-06","San Marino","2020-02-06"
"San Marino-2020-02-07","San Marino","2020-02-07"
"San Marino-2020-02-08","San Marino","2020-02-08"
"San Marino-2020-02-09","San Marino","2020-02-09"
"San Marino-2020-02-10","San Marino","2020-02-10"
"San Marino-2020-02-11","San Marino","2020-02-11"
"San Marino-2020-02-12","San Marino","2020-02-12"
"San Marino-2020-02-13","San Marino","2020-02-13"
"San Marino-2020-02-14","San Marino","2020-02-14"
"San Marino-2020-02-15","San Marino","2020-02-15"
"San Marino-2020-02-16","San Marino","2020-02-16"
"San Marino-2020-02-17","San Marino","2020-02-17"
"San Marino-2020-02-18","San Marino","2020-02-18"
"San Marino-2020-02-19","San Marino","2020-02-19"
"San Marino-2020-02-20","San Marino","2020-02-20"
"San Marino-2020-02-21","San Marino","2020-02-21"
"San Marino-2020-02-22","San Marino","2020-02-22"
"San Marino-2020-02-23","San Marino","2020-02-23"
"San Marino-2020-02-24","San Marino","2020-02-24"
"San Marino-2020-02-25","San Marino","2020-02-25"
"San Marino-2020-02-26","San Marino","2020-02-26"
"San Marino-2020-02-27","San Marino","2020-02-27"
"San Marino-2020-02-28","San Marino","2020-02-28"
"San Marino-2020-02-29","San Marino","2020-02-29"
"San Marino-2020-03-01","San Marino","2020-03-01"
"San Marino-2020-03-02","San Marino","2020-03-02"
"San Marino-2020-03-03","San Marino","2020-03-03"
"San Marino-2020-03-04","San Marino","2020-03-04"
"San Marino-2020-03-05","San Marino","2020-03-05"
"San Marino-2020-03-06","San Marino","2020-03-06"
"San Marino-2020-03-07","San Marino","2020-03-07"
"San Marino-2020-03-08","San Marino","2020-03-08"
"San Marino-2020-03-09","San Marino","2020-03-09"
"San Marino-2020-03-10","San Marino","2020-03-10"
"San Marino-2020-03-11","San Marino","2020-03-11"
"San Marino-2020-03-12","San Marino","2020-03-12"
"San Marino-2020-03-13","San Marino","2020-03-13"
"San Marino-2020-03-14","San Marino","2020-03-14"
"San Marino-2020-03-15","San Marino","2020-03-15"
"San Marino-2020-03-16","San Marino","2020-03-16"
"San Marino-2020-03-17","San Marino","2020-03-17"
"San Marino-2020-03-18","San Marino","2020-03-18"
"San Marino-2020-03-19","San Marino","2020-03-19"
"San Marino-2020-03-20","San Marino","2020-03-20"
"San Marino-2020-03-21","San Marino","2020-03-21"
"San Marino-2020-03-22","San Marino","2020-03-22"
"Saudi Arabia-2020-01-22","Saudi Arabia","2020-01-22"
"Saudi Arabia-2020-01-23","Saudi Arabia","2020-01-23"
"Saudi Arabia-2020-01-24","Saudi Arabia","2020-01-24"
"Saudi Arabia-2020-01-25","Saudi Arabia","2020-01-25"
"Saudi Arabia-2020-01-26","Saudi Arabia","2020-01-26"
"Saudi Arabia-2020-01-27","Saudi Arabia","2020-01-27"
"Saudi Arabia-2020-01-28","Saudi Arabia","2020-01-28"
"Saudi Arabia-2020-01-29","Saudi Arabia","2020-01-29"
"Saudi Arabia-2020-01-30","Saudi Arabia","2020-01-30"
"Saudi Arabia-2020-01-31","Saudi Arabia","2020-01-31"
"Saudi Arabia-2020-02-01","Saudi Arabia","2020-02-01"
"Saudi Arabia-2020-02-02","Saudi Arabia","2020-02-02"
"Saudi Arabia-2020-02-03","Saudi Arabia","2020-02-03"
"Saudi Arabia-2020-02-04","Saudi Arabia","2020-02-04"
"Saudi Arabia-2020-02-05","Saudi Arabia","2020-02-05"
"Saudi Arabia-2020-02-06","Saudi Arabia","2020-02-06"
"Saudi Arabia-2020-02-07","Saudi Arabia","2020-02-07"
"Saudi Arabia-2020-02-08","Saudi Arabia","2020-02-08"
"Saudi Arabia-2020-02-09","Saudi Arabia","2020-02-09"
"Saudi Arabia-2020-02-10","Saudi Arabia","2020-02-10"
"Saudi Arabia-2020-02-11","Saudi Arabia","2020-02-11"
"Saudi Arabia-2020-02-12","Saudi Arabia","2020-02-12"
"Saudi Arabia-2020-02-13","Saudi Arabia","2020-02-13"
"Saudi Arabia-2020-02-14","Saudi Arabia","2020-02-14"
"Saudi Arabia-2020-02-15","Saudi Arabia","2020-02-15"
"Saudi Arabia-2020-02-16","Saudi Arabia","2020-02-16"
"Saudi Arabia-2020-02-17","Saudi Arabia","2020-02-17"
"Saudi Arabia-2020-02-18","Saudi Arabia","2020-02-18"
"Saudi Arabia-2020-02-19","Saudi Arabia","2020-02-19"
"Saudi Arabia-2020-02-20","Saudi Arabia","2020-02-20"
"Saudi Arabia-2020-02-21","Saudi Arabia","2020-02-21"
"Saudi Arabia-2020-02-22","Saudi Arabia","2020-02-22"
"Saudi Arabia-2020-02-23","Saudi Arabia","2020-02-23"
"Saudi Arabia-2020-02-24","Saudi Arabia","2020-02-24"
"Saudi Arabia-2020-02-25","Saudi Arabia","2020-02-25"
"Saudi Arabia-2020-02-26","Saudi Arabia","2020-02-26"
"Saudi Arabia-2020-02-27","Saudi Arabia","2020-02-27"
"Saudi Arabia-2020-02-28","Saudi Arabia","2020-02-28"
"Saudi Arabia-2020-02-29","Saudi Arabia","2020-02-29"
"Saudi Arabia-2020-03-01","Saudi Arabia","2020-03-01"
"Saudi Arabia-2020-03-02","Saudi Arabia","2020-03-02"
"Saudi Arabia-2020-03-03","Saudi Arabia","2020-03-03"
"Saudi Arabia-2020-03-04","Saudi Arabia","2020-03-04"
"Saudi Arabia-2020-03-05","Saudi Arabia","2020-03-05"
"Saudi Arabia-2020-03-06","Saudi Arabia","2020-03-06"
"Saudi Arabia-2020-03-07","Saudi Arabia","2020-03-07"
"Saudi Arabia-2020-03-08","Saudi Arabia","2020-03-08"
"Saudi Arabia-2020-03-09","Saudi Arabia","2020-03-09"
"Saudi Arabia-2020-03-10","Saudi Arabia","2020-03-10"
"Saudi Arabia-2020-03-11","Saudi Arabia","2020-03-11"
"Saudi Arabia-2020-03-12","Saudi Arabia","2020-03-12"
"Saudi Arabia-2020-03-13","Saudi Arabia","2020-03-13"
"Saudi Arabia-2020-03-14","Saudi Arabia","2020-03-14"
"Saudi Arabia-2020-03-15","Saudi Arabia","2020-03-15"
"Saudi Arabia-2020-03-16","Saudi Arabia","2020-03-16"
"Saudi Arabia-2020-03-17","Saudi Arabia","2020-03-17"
"Saudi Arabia-2020-03-18","Saudi Arabia","2020-03-18"
"Saudi Arabia-2020-03-19","Saudi Arabia","2020-03-19"
"Saudi Arabia-2020-03-20","Saudi Arabia","2020-03-20"
"Saudi Arabia-2020-03-21","Saudi Arabia","2020-03-21"
"Saudi Arabia-2020-03-22","Saudi Arabia","2020-03-22"
"Senegal-2020-01-22","Senegal","2020-01-22"
"Senegal-2020-01-23","Senegal","2020-01-23"
"Senegal-2020-01-24","Senegal","2020-01-24"
"Senegal-2020-01-25","Senegal","2020-01-25"
"Senegal-2020-01-26","Senegal","2020-01-26"
"Senegal-2020-01-27","Senegal","2020-01-27"
"Senegal-2020-01-28","Senegal","2020-01-28"
"Senegal-2020-01-29","Senegal","2020-01-29"
"Senegal-2020-01-30","Senegal","2020-01-30"
"Senegal-2020-01-31","Senegal","2020-01-31"
"Senegal-2020-02-01","Senegal","2020-02-01"
"Senegal-2020-02-02","Senegal","2020-02-02"
"Senegal-2020-02-03","Senegal","2020-02-03"
"Senegal-2020-02-04","Senegal","2020-02-04"
"Senegal-2020-02-05","Senegal","2020-02-05"
"Senegal-2020-02-06","Senegal","2020-02-06"
"Senegal-2020-02-07","Senegal","2020-02-07"
"Senegal-2020-02-08","Senegal","2020-02-08"
"Senegal-2020-02-09","Senegal","2020-02-09"
"Senegal-2020-02-10","Senegal","2020-02-10"
"Senegal-2020-02-11","Senegal","2020-02-11"
"Senegal-2020-02-12","Senegal","2020-02-12"
"Senegal-2020-02-13","Senegal","2020-02-13"
"Senegal-2020-02-14","Senegal","2020-02-14"
