"","Province.State","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"South Carolina-2020-01-28","South Carolina","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-01-29","South Carolina","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-01-30","South Carolina","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-01-31","South Carolina","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-01","South Carolina","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-02","South Carolina","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-03","South Carolina","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-04","South Carolina","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-05","South Carolina","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-06","South Carolina","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-07","South Carolina","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-08","South Carolina","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-09","South Carolina","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-10","South Carolina","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-11","South Carolina","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-12","South Carolina","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-13","South Carolina","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-14","South Carolina","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-15","South Carolina","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-16","South Carolina","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-17","South Carolina","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-18","South Carolina","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-19","South Carolina","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-20","South Carolina","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-21","South Carolina","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-22","South Carolina","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-23","South Carolina","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-24","South Carolina","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-25","South Carolina","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-26","South Carolina","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-27","South Carolina","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-28","South Carolina","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-02-29","South Carolina","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-01","South Carolina","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-02","South Carolina","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-03","South Carolina","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-04","South Carolina","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-05","South Carolina","2020-03-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-06","South Carolina","2020-03-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-07","South Carolina","2020-03-07",2,0,0,1,0,0,NA,NA,NA,NA,NA,2,0,0
"South Carolina-2020-03-08","South Carolina","2020-03-08",2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-09","South Carolina","2020-03-09",3,0,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,1,0,0
"South Carolina-2020-03-10","South Carolina","2020-03-10",7,0,0,0.571428571428571,0,0,NA,NA,NA,NA,NA,4,0,0
"South Carolina-2020-03-11","South Carolina","2020-03-11",10,0,0,0.3,0,0,NA,NA,NA,NA,NA,3,0,0
"South Carolina-2020-03-12","South Carolina","2020-03-12",12,0,0,0.166666666666667,0,0,NA,NA,NA,NA,NA,2,0,0
"South Carolina-2020-03-13","South Carolina","2020-03-13",13,0,0,0.0769230769230769,0,0,NA,NA,NA,NA,NA,1,0,0
"South Carolina-2020-03-14","South Carolina","2020-03-14",19,0,0,0.315789473684211,0,0,NA,NA,NA,NA,NA,6,0,0
"South Carolina-2020-03-15","South Carolina","2020-03-15",28,0,0,0.321428571428571,0,0,NA,NA,NA,NA,NA,9,0,0
"South Carolina-2020-03-16","South Carolina","2020-03-16",33,1,0,0.151515151515152,1,0,NA,NA,NA,NA,NA,5,1,0
"South Carolina-2020-03-17","South Carolina","2020-03-17",47,1,0,0.297872340425532,0,0,NA,NA,NA,NA,NA,14,0,0
"South Carolina-2020-03-18","South Carolina","2020-03-18",47,1,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"South Carolina-2020-03-19","South Carolina","2020-03-19",81,1,0,0.419753086419753,0,0,NA,NA,NA,NA,NA,34,0,0
"South Carolina-2020-03-20","South Carolina","2020-03-20",126,1,0,0.357142857142857,0,0,NA,NA,0.245256687100659,NA,NA,45,0,0
"South Carolina-2020-03-21","South Carolina","2020-03-21",171,3,0,0.263157894736842,0.666666666666667,0,NA,NA,0.267585235744997,NA,NA,45,2,0
"South Carolina-2020-03-22","South Carolina","2020-03-22",196,3,0,0.127551020408163,0,0,NA,NA,0.233520971741523,NA,NA,25,0,0
"South Carolina-2020-03-23","South Carolina","2020-03-23",196,3,0,0,0,0,NA,NA,0.233520971741523,NA,NA,0,0,0
"Tennessee-2020-01-22","Tennessee","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tennessee-2020-01-23","Tennessee","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-24","Tennessee","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-25","Tennessee","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-26","Tennessee","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-27","Tennessee","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-28","Tennessee","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-29","Tennessee","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-30","Tennessee","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-01-31","Tennessee","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-01","Tennessee","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-02","Tennessee","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-03","Tennessee","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-04","Tennessee","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-05","Tennessee","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-06","Tennessee","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-07","Tennessee","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-08","Tennessee","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-09","Tennessee","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-10","Tennessee","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-11","Tennessee","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-12","Tennessee","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-13","Tennessee","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-14","Tennessee","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-15","Tennessee","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-16","Tennessee","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-17","Tennessee","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-18","Tennessee","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-19","Tennessee","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-20","Tennessee","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-21","Tennessee","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-22","Tennessee","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-23","Tennessee","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-24","Tennessee","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-25","Tennessee","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-26","Tennessee","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-27","Tennessee","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-28","Tennessee","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-02-29","Tennessee","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-01","Tennessee","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-02","Tennessee","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-03","Tennessee","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-04","Tennessee","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-05","Tennessee","2020-03-05",1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0
"Tennessee-2020-03-06","Tennessee","2020-03-06",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-07","Tennessee","2020-03-07",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-08","Tennessee","2020-03-08",3,0,0,0.666666666666667,0,0,NA,NA,NA,NA,NA,2,0,0
"Tennessee-2020-03-09","Tennessee","2020-03-09",3,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Tennessee-2020-03-10","Tennessee","2020-03-10",7,0,0,0.571428571428571,0,0,NA,NA,NA,NA,NA,4,0,0
"Tennessee-2020-03-11","Tennessee","2020-03-11",9,0,0,0.222222222222222,0,0,NA,NA,NA,NA,NA,2,0,0
"Tennessee-2020-03-12","Tennessee","2020-03-12",18,0,0,0.5,0,0,NA,NA,NA,NA,NA,9,0,0
"Tennessee-2020-03-13","Tennessee","2020-03-13",26,0,0,0.307692307692308,0,0,NA,NA,NA,NA,NA,8,0,0
"Tennessee-2020-03-14","Tennessee","2020-03-14",32,0,0,0.1875,0,0,NA,NA,NA,NA,NA,6,0,0
"Tennessee-2020-03-15","Tennessee","2020-03-15",39,0,0,0.179487179487179,0,0,NA,NA,NA,NA,NA,7,0,0
"Tennessee-2020-03-16","Tennessee","2020-03-16",52,0,0,0.25,0,0,NA,NA,NA,NA,NA,13,0,0
"Tennessee-2020-03-17","Tennessee","2020-03-17",74,0,0,0.297297297297297,0,0,NA,NA,NA,NA,NA,22,0,0
"Tennessee-2020-03-18","Tennessee","2020-03-18",79,0,0,0.0632911392405063,0,0,NA,NA,NA,NA,NA,5,0,0
"Tennessee-2020-03-19","Tennessee","2020-03-19",154,0,0,0.487012987012987,0,0,NA,NA,0.255417720607594,NA,NA,75,0,0
"Tennessee-2020-03-20","Tennessee","2020-03-20",233,0,0,0.339055793991416,0,0,NA,NA,0.287331443508441,NA,NA,79,0,0
"Tennessee-2020-03-21","Tennessee","2020-03-21",371,1,0,0.371967654986523,1,0,NA,NA,0.311724974505746,NA,NA,138,1,0
"Tennessee-2020-03-22","Tennessee","2020-03-22",505,2,0,0.265346534653465,0.5,0,NA,NA,0.30533482197698,NA,NA,134,1,0
"Tennessee-2020-03-23","Tennessee","2020-03-23",505,2,0,0,0,0,NA,NA,0.292676594128878,NA,NA,0,0,0
"Texas-2020-01-22","Texas","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Texas-2020-01-23","Texas","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-24","Texas","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-25","Texas","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-26","Texas","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-27","Texas","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-28","Texas","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-29","Texas","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-30","Texas","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-01-31","Texas","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-01","Texas","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-02","Texas","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-03","Texas","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-04","Texas","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-05","Texas","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-06","Texas","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-07","Texas","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-08","Texas","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-09","Texas","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-10","Texas","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-11","Texas","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-12","Texas","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-13","Texas","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-14","Texas","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-15","Texas","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-16","Texas","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-17","Texas","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-18","Texas","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-19","Texas","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-20","Texas","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-21","Texas","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-22","Texas","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-23","Texas","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-24","Texas","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-25","Texas","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-26","Texas","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-27","Texas","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-28","Texas","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-02-29","Texas","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-03-01","Texas","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-03-02","Texas","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-03-03","Texas","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-03-04","Texas","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-03-05","Texas","2020-03-05",3,0,0,1,0,0,NA,NA,NA,NA,NA,3,0,0
"Texas-2020-03-06","Texas","2020-03-06",4,0,0,0.25,0,0,NA,NA,NA,NA,NA,1,0,0
"Texas-2020-03-07","Texas","2020-03-07",8,0,0,0.5,0,0,NA,NA,NA,NA,NA,4,0,0
"Texas-2020-03-08","Texas","2020-03-08",11,0,0,0.272727272727273,0,0,NA,NA,NA,NA,NA,3,0,0
"Texas-2020-03-09","Texas","2020-03-09",13,0,0,0.153846153846154,0,0,NA,NA,NA,NA,NA,2,0,0
"Texas-2020-03-10","Texas","2020-03-10",13,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Texas-2020-03-11","Texas","2020-03-11",21,0,0,0.380952380952381,0,0,NA,NA,NA,NA,NA,8,0,0
"Texas-2020-03-12","Texas","2020-03-12",27,0,0,0.222222222222222,0,0,NA,NA,NA,NA,NA,6,0,0
"Texas-2020-03-13","Texas","2020-03-13",43,0,0,0.372093023255814,0,0,NA,NA,NA,NA,NA,16,0,0
"Texas-2020-03-14","Texas","2020-03-14",57,0,0,0.245614035087719,0,0,NA,NA,NA,NA,NA,14,0,0
"Texas-2020-03-15","Texas","2020-03-15",72,0,0,0.208333333333333,0,0,NA,NA,NA,NA,NA,15,0,0
"Texas-2020-03-16","Texas","2020-03-16",85,0,0,0.152941176470588,0,0,NA,NA,NA,NA,NA,13,0,0
"Texas-2020-03-17","Texas","2020-03-17",110,1,0,0.227272727272727,1,0,NA,NA,0.241250859084036,NA,NA,25,1,0
"Texas-2020-03-18","Texas","2020-03-18",173,3,0,0.364161849710983,0.666666666666667,0,NA,NA,0.23966462437507,NA,NA,63,2,0
"Texas-2020-03-19","Texas","2020-03-19",260,5,0,0.334615384615385,0.4,0,NA,NA,0.257464894280603,NA,NA,87,2,0
"Texas-2020-03-20","Texas","2020-03-20",394,5,0,0.34010152284264,0,0,NA,NA,0.283818532182464,NA,NA,134,0,0
"Texas-2020-03-21","Texas","2020-03-21",581,5,0,0.321858864027539,0,0,NA,NA,0.317602069693855,NA,NA,187,0,0
"Texas-2020-03-22","Texas","2020-03-22",627,6,0,0.0733652312599681,0.166666666666667,0,NA,NA,0.286820570491303,NA,NA,46,1,0
"Texas-2020-03-23","Texas","2020-03-23",627,6,0,0,0,0,NA,NA,0.213988200549106,NA,NA,0,0,0
"Utah-2020-01-22","Utah","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Utah-2020-01-23","Utah","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-24","Utah","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-25","Utah","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-26","Utah","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-27","Utah","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-28","Utah","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-29","Utah","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-30","Utah","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-01-31","Utah","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-01","Utah","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-02","Utah","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-03","Utah","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-04","Utah","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-05","Utah","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-06","Utah","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-07","Utah","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-08","Utah","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-09","Utah","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-10","Utah","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-11","Utah","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-12","Utah","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-13","Utah","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-14","Utah","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-15","Utah","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-16","Utah","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-17","Utah","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-18","Utah","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-19","Utah","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-20","Utah","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-21","Utah","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-22","Utah","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-23","Utah","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-24","Utah","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-25","Utah","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-26","Utah","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-27","Utah","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-28","Utah","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-02-29","Utah","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-01","Utah","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-02","Utah","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-03","Utah","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-04","Utah","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-05","Utah","2020-03-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-06","Utah","2020-03-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-07","Utah","2020-03-07",1,0,0,1,0,0,NA,NA,NA,NA,NA,1,0,0
"Utah-2020-03-08","Utah","2020-03-08",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-09","Utah","2020-03-09",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-10","Utah","2020-03-10",2,0,0,0.5,0,0,NA,NA,NA,NA,NA,1,0,0
"Utah-2020-03-11","Utah","2020-03-11",3,0,0,0.333333333333333,0,0,NA,NA,NA,NA,NA,1,0,0
"Utah-2020-03-12","Utah","2020-03-12",5,0,0,0.4,0,0,NA,NA,NA,NA,NA,2,0,0
"Utah-2020-03-13","Utah","2020-03-13",9,0,0,0.444444444444444,0,0,NA,NA,NA,NA,NA,4,0,0
