"","Province.State","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"Utah-2020-03-14","Utah","2020-03-14",10,0,0,0.1,0,0,NA,NA,NA,NA,NA,1,0,0
"Utah-2020-03-15","Utah","2020-03-15",28,0,0,0.642857142857143,0,0,NA,NA,NA,NA,NA,18,0,0
"Utah-2020-03-16","Utah","2020-03-16",39,0,0,0.282051282051282,0,0,NA,NA,NA,NA,NA,11,0,0
"Utah-2020-03-17","Utah","2020-03-17",51,0,0,0.235294117647059,0,0,NA,NA,NA,NA,NA,12,0,0
"Utah-2020-03-18","Utah","2020-03-18",51,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Utah-2020-03-19","Utah","2020-03-19",80,0,0,0.3625,0,0,NA,NA,NA,NA,NA,29,0,0
"Utah-2020-03-20","Utah","2020-03-20",78,0,0,-0.0256410256410256,0,0,NA,NA,NA,NA,NA,-2,0,0
"Utah-2020-03-21","Utah","2020-03-21",136,0,0,0.426470588235294,0,0,NA,NA,0.199724736048265,NA,NA,58,0,0
"Utah-2020-03-22","Utah","2020-03-22",181,1,0,0.248618784530387,1,0,NA,NA,0.202389669424931,NA,NA,45,1,0
"Utah-2020-03-23","Utah","2020-03-23",181,1,0,0,0,0,NA,NA,0.202389669424931,NA,NA,0,0,0
"Virginia-2020-01-22","Virginia","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virginia-2020-01-23","Virginia","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-24","Virginia","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-25","Virginia","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-26","Virginia","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-27","Virginia","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-28","Virginia","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-29","Virginia","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-30","Virginia","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-01-31","Virginia","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-01","Virginia","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-02","Virginia","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-03","Virginia","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-04","Virginia","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-05","Virginia","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-06","Virginia","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-07","Virginia","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-08","Virginia","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-09","Virginia","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-10","Virginia","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-11","Virginia","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-12","Virginia","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-13","Virginia","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-14","Virginia","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-15","Virginia","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-16","Virginia","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-17","Virginia","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-18","Virginia","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-19","Virginia","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-20","Virginia","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-21","Virginia","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-22","Virginia","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-23","Virginia","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-24","Virginia","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-25","Virginia","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-26","Virginia","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-27","Virginia","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-28","Virginia","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-02-29","Virginia","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-01","Virginia","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-02","Virginia","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-03","Virginia","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-04","Virginia","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-05","Virginia","2020-03-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-06","Virginia","2020-03-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-07","Virginia","2020-03-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-08","Virginia","2020-03-08",2,0,0,1,0,0,NA,NA,NA,NA,NA,2,0,0
"Virginia-2020-03-09","Virginia","2020-03-09",2,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Virginia-2020-03-10","Virginia","2020-03-10",7,0,0,0.714285714285714,0,0,NA,NA,NA,NA,NA,5,0,0
"Virginia-2020-03-11","Virginia","2020-03-11",9,0,0,0.222222222222222,0,0,NA,NA,NA,NA,NA,2,0,0
"Virginia-2020-03-12","Virginia","2020-03-12",17,0,0,0.470588235294118,0,0,NA,NA,NA,NA,NA,8,0,0
"Virginia-2020-03-13","Virginia","2020-03-13",30,0,0,0.433333333333333,0,0,NA,NA,NA,NA,NA,13,0,0
"Virginia-2020-03-14","Virginia","2020-03-14",41,1,0,0.268292682926829,1,0,NA,NA,NA,NA,NA,11,1,0
"Virginia-2020-03-15","Virginia","2020-03-15",45,1,0,0.0888888888888889,0,0,NA,NA,NA,NA,NA,4,0,0
"Virginia-2020-03-16","Virginia","2020-03-16",49,1,0,0.0816326530612245,0,0,NA,NA,NA,NA,NA,4,0,0
"Virginia-2020-03-17","Virginia","2020-03-17",67,2,0,0.26865671641791,0.5,0,NA,NA,NA,NA,NA,18,1,0
"Virginia-2020-03-18","Virginia","2020-03-18",77,2,0,0.12987012987013,0,0,NA,NA,NA,NA,NA,10,0,0
"Virginia-2020-03-19","Virginia","2020-03-19",99,2,0,0.222222222222222,0,0,NA,NA,NA,NA,NA,22,0,0
"Virginia-2020-03-20","Virginia","2020-03-20",122,2,0,0.188524590163934,0,0,NA,NA,0.178181262347084,NA,NA,23,0,0
"Virginia-2020-03-21","Virginia","2020-03-21",156,2,0,0.217948717948718,0,0,NA,NA,0.205444475324583,NA,NA,34,0,0
"Virginia-2020-03-22","Virginia","2020-03-22",221,6,0,0.294117647058824,0.666666666666667,0,NA,NA,0.210536661452766,NA,NA,65,4,0
"Virginia-2020-03-23","Virginia","2020-03-23",221,6,0,0,0,0,NA,NA,0.18456263547874,NA,NA,0,0,0
"Washington-2020-01-22","Washington","2020-01-22",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington-2020-01-23","Washington","2020-01-23",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-24","Washington","2020-01-24",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-25","Washington","2020-01-25",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-26","Washington","2020-01-26",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-27","Washington","2020-01-27",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-28","Washington","2020-01-28",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-29","Washington","2020-01-29",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-30","Washington","2020-01-30",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-01-31","Washington","2020-01-31",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-01","Washington","2020-02-01",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-02","Washington","2020-02-02",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-03","Washington","2020-02-03",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-04","Washington","2020-02-04",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-05","Washington","2020-02-05",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-06","Washington","2020-02-06",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-07","Washington","2020-02-07",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-08","Washington","2020-02-08",1,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-09","Washington","2020-02-09",1,0,1,0,0,1,NA,NA,NA,NA,NA,0,0,1
"Washington-2020-02-10","Washington","2020-02-10",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-11","Washington","2020-02-11",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-12","Washington","2020-02-12",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-13","Washington","2020-02-13",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-14","Washington","2020-02-14",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-15","Washington","2020-02-15",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-16","Washington","2020-02-16",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-17","Washington","2020-02-17",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-18","Washington","2020-02-18",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-19","Washington","2020-02-19",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-20","Washington","2020-02-20",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-21","Washington","2020-02-21",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-22","Washington","2020-02-22",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-23","Washington","2020-02-23",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-24","Washington","2020-02-24",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-25","Washington","2020-02-25",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-26","Washington","2020-02-26",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-27","Washington","2020-02-27",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-28","Washington","2020-02-28",1,0,1,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Washington-2020-02-29","Washington","2020-02-29",7,1,1,0.857142857142857,1,0,NA,NA,NA,NA,NA,6,1,0
"Washington-2020-03-01","Washington","2020-03-01",11,1,1,0.363636363636364,0,0,NA,NA,NA,NA,NA,4,0,0
"Washington-2020-03-02","Washington","2020-03-02",18,6,1,0.388888888888889,0.833333333333333,0,NA,NA,NA,NA,NA,7,5,0
"Washington-2020-03-03","Washington","2020-03-03",27,7,1,0.333333333333333,0.142857142857143,0,NA,NA,NA,NA,NA,9,1,0
"Washington-2020-03-04","Washington","2020-03-04",39,10,1,0.307692307692308,0.3,0,NA,NA,NA,NA,NA,12,3,0
"Washington-2020-03-05","Washington","2020-03-05",70,11,1,0.442857142857143,0.0909090909090909,0,NA,NA,NA,NA,NA,31,1,0
"Washington-2020-03-06","Washington","2020-03-06",78,13,1,0.102564102564103,0.153846153846154,0,NA,NA,NA,NA,NA,8,2,0
"Washington-2020-03-07","Washington","2020-03-07",102,16,1,0.235294117647059,0.1875,0,NA,NA,0.284348200818789,NA,NA,24,3,0
"Washington-2020-03-08","Washington","2020-03-08",122,18,1,0.163934426229508,0.111111111111111,0,NA,NA,0.250468419398024,NA,NA,20,2,0
"Washington-2020-03-09","Washington","2020-03-09",122,19,1,0,0.0526315789473684,0,NA,NA,0.188929957859562,NA,NA,0,1,0
"Washington-2020-03-10","Washington","2020-03-10",267,23,1,0.543071161048689,0.173913043478261,0,NA,NA,0.208972761497872,NA,NA,145,4,0
"Washington-2020-03-11","Washington","2020-03-11",366,29,1,0.270491803278689,0.206896551724138,0,0.0792349726775956,NA,0.242558301640789,0.146410457052176,NA,99,6,0
"Washington-2020-03-12","Washington","2020-03-12",442,31,1,0.171945701357466,0.0645161290322581,0,0.0701357466063348,NA,0.22988861838287,0.121813682858627,NA,76,2,0
"Washington-2020-03-13","Washington","2020-03-13",568,37,1,0.221830985915493,0.162162162162162,0,0.0651408450704225,NA,0.241467930320067,0.132023893068837,NA,126,6,0
"Washington-2020-03-14","Washington","2020-03-14",572,37,1,0.00699300699300699,0,0,0.0646853146853147,NA,0.242866531718669,0.121497577279364,NA,4,0,0
"Washington-2020-03-15","Washington","2020-03-15",643,40,1,0.110419906687403,0.075,0,0.0622083981337481,NA,0.156336280846411,0.101714968583712,NA,71,3,0
"Washington-2020-03-16","Washington","2020-03-16",904,48,1,0.288716814159292,0.166666666666667,0,0.0530973451327434,NA,0.159981283022532,0.0936689915722174,NA,261,8,0
"Washington-2020-03-17","Washington","2020-03-17",1076,55,1,0.159851301115242,0.127272727272727,0,0.0511152416356877,NA,0.157562402974087,0.106220311220311,NA,172,7,0
"Washington-2020-03-18","Washington","2020-03-18",1014,55,0,-0.0611439842209073,0,-Inf,0.0542406311637081,NA,0.100967408946807,0.0737878787878788,NA,-62,0,-1
"Washington-2020-03-19","Washington","2020-03-19",1376,74,0,0.263081395348837,0.256756756756757,0,0.0537790697674419,NA,0.152185086617973,0.12513923013923,NA,362,19,0
"Washington-2020-03-20","Washington","2020-03-20",1524,83,0,0.0971128608923885,0.108433734939759,0,0.0544619422572179,NA,0.14952367745897,0.131825977127182,NA,148,9,0
"Washington-2020-03-21","Washington","2020-03-21",1793,94,0,0.150027886224205,0.117021276595745,0,0.0524261015058561,NA,0.121785891871953,0.121896899112998,NA,269,11,0
"Washington-2020-03-22","Washington","2020-03-22",1996,95,0,0.101703406813627,0.0105263157894737,0,0.0475951903807615,NA,0.11015631301163,0.0985476168163468,NA,203,1,0
"Washington-2020-03-23","Washington","2020-03-23",1996,95,0,0,0,0,0.0475951903807615,NA,0.122385109855812,0.0985476168163468,NA,0,0,0
"Wisconsin-2020-01-22","Wisconsin","2020-01-22",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wisconsin-2020-01-23","Wisconsin","2020-01-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-24","Wisconsin","2020-01-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-25","Wisconsin","2020-01-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-26","Wisconsin","2020-01-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-27","Wisconsin","2020-01-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-28","Wisconsin","2020-01-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-29","Wisconsin","2020-01-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-30","Wisconsin","2020-01-30",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-01-31","Wisconsin","2020-01-31",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-01","Wisconsin","2020-02-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-02","Wisconsin","2020-02-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-03","Wisconsin","2020-02-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-04","Wisconsin","2020-02-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-05","Wisconsin","2020-02-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-06","Wisconsin","2020-02-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-07","Wisconsin","2020-02-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-08","Wisconsin","2020-02-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-09","Wisconsin","2020-02-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-10","Wisconsin","2020-02-10",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-11","Wisconsin","2020-02-11",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-12","Wisconsin","2020-02-12",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-13","Wisconsin","2020-02-13",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-14","Wisconsin","2020-02-14",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-15","Wisconsin","2020-02-15",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-16","Wisconsin","2020-02-16",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-17","Wisconsin","2020-02-17",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-18","Wisconsin","2020-02-18",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-19","Wisconsin","2020-02-19",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-20","Wisconsin","2020-02-20",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-21","Wisconsin","2020-02-21",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-22","Wisconsin","2020-02-22",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-23","Wisconsin","2020-02-23",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-24","Wisconsin","2020-02-24",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-25","Wisconsin","2020-02-25",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-26","Wisconsin","2020-02-26",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-27","Wisconsin","2020-02-27",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-28","Wisconsin","2020-02-28",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-02-29","Wisconsin","2020-02-29",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-01","Wisconsin","2020-03-01",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-02","Wisconsin","2020-03-02",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-03","Wisconsin","2020-03-03",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-04","Wisconsin","2020-03-04",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-05","Wisconsin","2020-03-05",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-06","Wisconsin","2020-03-06",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-07","Wisconsin","2020-03-07",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-08","Wisconsin","2020-03-08",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-09","Wisconsin","2020-03-09",0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0
"Wisconsin-2020-03-10","Wisconsin","2020-03-10",3,0,1,1,0,1,NA,NA,NA,NA,NA,3,0,1
"Wisconsin-2020-03-11","Wisconsin","2020-03-11",6,0,1,0.5,0,0,NA,NA,NA,NA,NA,3,0,0
"Wisconsin-2020-03-12","Wisconsin","2020-03-12",8,0,1,0.25,0,0,NA,NA,NA,NA,NA,2,0,0
"Wisconsin-2020-03-13","Wisconsin","2020-03-13",19,0,1,0.578947368421053,0,0,NA,NA,NA,NA,NA,11,0,0
"Wisconsin-2020-03-14","Wisconsin","2020-03-14",27,0,1,0.296296296296296,0,0,NA,NA,NA,NA,NA,8,0,0
"Wisconsin-2020-03-15","Wisconsin","2020-03-15",32,0,1,0.15625,0,0,NA,NA,NA,NA,NA,5,0,0
"Wisconsin-2020-03-16","Wisconsin","2020-03-16",47,0,1,0.319148936170213,0,0,NA,NA,NA,NA,NA,15,0,0
"Wisconsin-2020-03-17","Wisconsin","2020-03-17",72,0,1,0.347222222222222,0,0,NA,NA,NA,NA,NA,25,0,0
"Wisconsin-2020-03-18","Wisconsin","2020-03-18",92,0,0,0.217391304347826,0,-Inf,NA,NA,NA,NA,NA,20,0,-1
"Wisconsin-2020-03-19","Wisconsin","2020-03-19",159,0,0,0.421383647798742,0,0,NA,NA,0.292279222107801,NA,NA,67,0,0
"Wisconsin-2020-03-20","Wisconsin","2020-03-20",207,3,0,0.231884057971014,1,0,NA,NA,0.307406033702004,NA,NA,48,3,0
"Wisconsin-2020-03-21","Wisconsin","2020-03-21",282,4,0,0.265957446808511,0.25,0,NA,NA,0.296767735829663,NA,NA,75,1,0
"Wisconsin-2020-03-22","Wisconsin","2020-03-22",381,4,0,0.259842519685039,0,0,NA,NA,0.279291795322227,NA,NA,99,0,0
"Wisconsin-2020-03-23","Wisconsin","2020-03-23",381,4,0,0,0,0,NA,NA,0.235813534452661,NA,NA,0,0,0
