"","Country.Region","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","active","active_lag14","active_lag7","confirmed_lag7","confirmed_lag14","new_confirmed","new_deaths","new_recovered","new_confirmed_lag7","new_confirmed_lag14","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"Australia-2020-01-22","Australia","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Australia-2020-01-23","Australia","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-01-24","Australia","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-01-25","Australia","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-01-26","Australia","2020-01-26",4,0,0,1,0,0,NA,NA,4,0,0,0,0,4,0,0,0,0,NA,NA,NA,4,0,0
"Australia-2020-01-27","Australia","2020-01-27",5,0,0,0.2,0,0,NA,NA,5,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Australia-2020-01-28","Australia","2020-01-28",5,0,0,0,0,0,NA,NA,5,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-01-29","Australia","2020-01-29",6,0,0,0.166666666666667,0,0,NA,NA,6,0,0,0,0,1,0,0,NA,0,NA,NA,NA,1,0,0
"Australia-2020-01-30","Australia","2020-01-30",9,0,2,0.333333333333333,0,1,NA,NA,7,0,0,0,0,3,0,2,0,0,NA,NA,NA,3,0,2
"Australia-2020-01-31","Australia","2020-01-31",9,0,2,0,0,0,NA,NA,7,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-01","Australia","2020-02-01",12,0,2,0.25,0,0,NA,NA,10,0,0,0,0,3,0,0,0,0,NA,NA,NA,3,0,0
"Australia-2020-02-02","Australia","2020-02-02",12,0,2,0,0,0,NA,NA,10,0,4,4,0,0,0,0,4,0,NA,NA,NA,0,0,0
"Australia-2020-02-03","Australia","2020-02-03",12,0,2,0,0,0,NA,NA,10,0,5,5,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Australia-2020-02-04","Australia","2020-02-04",13,0,2,0.0769230769230769,0,0,NA,NA,11,0,5,5,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Australia-2020-02-05","Australia","2020-02-05",13,0,2,0,0,0,NA,NA,11,0,6,6,0,0,0,0,1,NA,NA,NA,NA,0,0,0
"Australia-2020-02-06","Australia","2020-02-06",14,0,2,0.0714285714285714,0,0,NA,NA,12,0,7,9,0,1,0,0,3,0,NA,NA,NA,1,0,0
"Australia-2020-02-07","Australia","2020-02-07",15,0,2,0.0666666666666667,0,0,NA,NA,13,0,7,9,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Australia-2020-02-08","Australia","2020-02-08",15,0,2,0,0,0,NA,NA,13,0,10,12,0,0,0,0,3,0,NA,NA,NA,0,0,0
"Australia-2020-02-09","Australia","2020-02-09",15,0,2,0,0,0,NA,NA,13,4,10,12,4,0,0,0,0,4,NA,NA,NA,0,0,0
"Australia-2020-02-10","Australia","2020-02-10",15,0,2,0,0,0,NA,NA,13,5,10,12,5,0,0,0,0,1,NA,NA,NA,0,0,0
"Australia-2020-02-11","Australia","2020-02-11",15,0,2,0,0,0,NA,NA,13,5,11,13,5,0,0,0,1,0,NA,NA,NA,0,0,0
"Australia-2020-02-12","Australia","2020-02-12",15,0,2,0,0,0,NA,NA,13,6,11,13,6,0,0,0,0,1,NA,NA,NA,0,0,0
"Australia-2020-02-13","Australia","2020-02-13",15,0,8,0,0,0.75,NA,NA,7,7,12,14,9,0,0,6,1,3,NA,NA,NA,0,0,6
"Australia-2020-02-14","Australia","2020-02-14",15,0,8,0,0,0,NA,NA,7,7,13,15,9,0,0,0,1,0,NA,NA,NA,0,0,0
"Australia-2020-02-15","Australia","2020-02-15",15,0,8,0,0,0,NA,NA,7,10,13,15,12,0,0,0,0,3,NA,NA,NA,0,0,0
"Australia-2020-02-16","Australia","2020-02-16",15,0,8,0,0,0,NA,NA,7,10,13,15,12,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-17","Australia","2020-02-17",15,0,10,0,0,0.2,NA,NA,5,10,13,15,12,0,0,2,0,0,NA,NA,NA,0,0,2
"Australia-2020-02-18","Australia","2020-02-18",15,0,10,0,0,0,NA,NA,5,11,13,15,13,0,0,0,0,1,NA,NA,NA,0,0,0
"Australia-2020-02-19","Australia","2020-02-19",15,0,10,0,0,0,NA,NA,5,11,13,15,13,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-20","Australia","2020-02-20",15,0,10,0,0,0,NA,NA,5,12,7,15,14,0,0,0,0,1,NA,NA,NA,0,0,0
"Australia-2020-02-21","Australia","2020-02-21",15,0,11,0,0,0.0909090909090909,NA,NA,4,13,7,15,15,0,0,1,0,1,NA,NA,NA,0,0,1
"Australia-2020-02-22","Australia","2020-02-22",15,0,11,0,0,0,NA,NA,4,13,7,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-23","Australia","2020-02-23",15,0,11,0,0,0,NA,NA,4,13,7,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-24","Australia","2020-02-24",15,0,11,0,0,0,NA,NA,4,13,5,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-25","Australia","2020-02-25",15,0,11,0,0,0,NA,NA,4,13,5,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-26","Australia","2020-02-26",15,0,11,0,0,0,NA,NA,4,13,5,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-27","Australia","2020-02-27",15,0,11,0,0,0,NA,NA,4,7,5,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-28","Australia","2020-02-28",15,0,11,0,0,0,NA,NA,4,7,4,15,15,0,0,0,0,0,NA,NA,NA,0,0,0
"Australia-2020-02-29","Australia","2020-02-29",25,0,11,0.4,0,0,NA,NA,14,7,4,15,15,10,0,0,0,0,NA,NA,NA,10,0,0
"Australia-2020-03-01","Australia","2020-03-01",27,1,11,0.0740740740740741,1,0,NA,NA,15,7,4,15,15,2,1,0,0,0,NA,NA,NA,2,1,0
"Australia-2020-03-02","Australia","2020-03-02",30,1,11,0.1,0,0,NA,NA,18,5,4,15,15,3,0,0,0,0,NA,NA,NA,3,0,0
"Australia-2020-03-03","Australia","2020-03-03",39,1,11,0.230769230769231,0,0,NA,NA,27,5,4,15,15,9,0,0,0,0,NA,NA,NA,9,0,0
"Australia-2020-03-04","Australia","2020-03-04",52,2,11,0.25,0.5,0,NA,NA,39,5,4,15,15,13,1,0,0,0,NA,NA,NA,13,1,0
"Australia-2020-03-05","Australia","2020-03-05",55,2,21,0.0545454545454545,0,0.476190476190476,NA,NA,32,5,4,15,15,3,0,10,0,0,NA,NA,NA,3,0,10
"Australia-2020-03-06","Australia","2020-03-06",60,2,21,0.0833333333333333,0,0,NA,NA,37,4,4,15,15,5,0,0,0,0,NA,NA,NA,5,0,0
"Australia-2020-03-07","Australia","2020-03-07",63,2,21,0.0476190476190476,0,0,NA,NA,40,4,14,25,15,3,0,0,10,0,NA,NA,NA,3,0,0
"Australia-2020-03-08","Australia","2020-03-08",76,3,21,0.171052631578947,0.333333333333333,0,NA,NA,52,4,15,27,15,13,1,0,2,0,NA,NA,NA,13,1,0
"Australia-2020-03-09","Australia","2020-03-09",91,3,21,0.164835164835165,0,0,NA,NA,67,4,18,30,15,15,0,0,3,0,NA,NA,NA,15,0,0
"Australia-2020-03-10","Australia","2020-03-10",107,3,21,0.149532710280374,0,0,NA,NA,83,4,27,39,15,16,0,0,9,0,0.123274577529373,NA,NA,16,0,0
"Australia-2020-03-11","Australia","2020-03-11",128,3,21,0.1640625,0,0,NA,NA,104,4,39,52,15,21,0,0,13,0,0.139420410862707,NA,NA,21,0,0
"Australia-2020-03-12","Australia","2020-03-12",128,3,21,0,0,0,NA,NA,104,4,32,55,15,0,0,0,3,0,0.129896601338897,NA,NA,0,0,0
"Australia-2020-03-13","Australia","2020-03-13",200,3,23,0.36,0,0.0869565217391304,NA,NA,174,4,37,60,15,72,0,2,5,0,0.167686075023108,NA,NA,72,0,2
"Australia-2020-03-14","Australia","2020-03-14",250,3,23,0.2,0,0,NA,NA,224,14,40,63,25,50,0,0,3,10,0.174719042056075,NA,NA,50,0,0
"Australia-2020-03-15","Australia","2020-03-15",297,3,23,0.158249158249158,0,0,NA,NA,271,15,52,76,27,47,0,0,13,2,0.176462331649832,NA,NA,47,0,0
"Australia-2020-03-16","Australia","2020-03-16",377,3,23,0.212201591511936,0,0,NA,NA,351,18,67,91,30,80,0,0,15,3,0.186090149952219,NA,NA,80,0,0
"Australia-2020-03-17","Australia","2020-03-17",452,5,23,0.165929203539823,0.4,0,NA,NA,424,27,83,107,39,75,2,0,16,9,0.219275990660184,NA,NA,75,2,0
"Australia-2020-03-18","Australia","2020-03-18",568,6,23,0.204225352112676,0.166666666666667,0,NA,NA,539,39,104,128,52,116,1,0,21,13,0.188121061082719,NA,NA,116,1,0
"Australia-2020-03-19","Australia","2020-03-19",681,6,26,0.165932452276065,0,0.115384615384615,NA,NA,649,32,104,128,55,113,0,3,0,3,0.181307551537932,NA,NA,113,0,3
"Australia-2020-03-20","Australia","2020-03-20",791,7,26,0.139064475347661,0.142857142857143,0,NA,NA,758,37,174,200,60,110,1,0,72,5,0.177470614957632,NA,NA,110,1,0
"Australia-2020-03-21","Australia","2020-03-21",1071,7,26,0.261437908496732,0,0,NA,NA,1038,40,224,250,63,280,0,0,50,3,0.187317878354591,NA,NA,280,0,0
"Australia-2020-03-22","Australia","2020-03-22",1549,7,88,0.308586184635249,0,0.704545454545455,NA,NA,1454,52,271,297,76,478,0,62,47,13,0.215849274573677,NA,NA,478,0,62
"Australia-2020-03-23","Australia","2020-03-23",1682,7,88,0.0790725326991677,0,0,NA,NA,1587,67,351,377,91,133,0,0,80,15,0.190818710690975,NA,NA,133,0,0
"Austria-2020-01-22","Austria","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Austria-2020-01-23","Austria","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-24","Austria","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-25","Austria","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-26","Austria","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-27","Austria","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-28","Austria","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-29","Austria","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Austria-2020-01-30","Austria","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-01-31","Austria","2020-01-31",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-01","Austria","2020-02-01",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-02","Austria","2020-02-02",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-03","Austria","2020-02-03",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-04","Austria","2020-02-04",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-05","Austria","2020-02-05",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Austria-2020-02-06","Austria","2020-02-06",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-07","Austria","2020-02-07",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-08","Austria","2020-02-08",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-09","Austria","2020-02-09",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-10","Austria","2020-02-10",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-11","Austria","2020-02-11",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-12","Austria","2020-02-12",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-13","Austria","2020-02-13",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-14","Austria","2020-02-14",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-15","Austria","2020-02-15",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-16","Austria","2020-02-16",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-17","Austria","2020-02-17",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-18","Austria","2020-02-18",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-19","Austria","2020-02-19",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-20","Austria","2020-02-20",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-21","Austria","2020-02-21",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-22","Austria","2020-02-22",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-23","Austria","2020-02-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-24","Austria","2020-02-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-25","Austria","2020-02-25",2,0,0,1,0,0,NA,NA,2,0,0,0,0,2,0,0,0,0,NA,NA,NA,2,0,0
"Austria-2020-02-26","Austria","2020-02-26",2,0,0,0,0,0,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-27","Austria","2020-02-27",3,0,0,0.333333333333333,0,0,NA,NA,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Austria-2020-02-28","Austria","2020-02-28",3,0,0,0,0,0,NA,NA,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Austria-2020-02-29","Austria","2020-02-29",9,0,0,0.666666666666667,0,0,NA,NA,9,0,0,0,0,6,0,0,0,0,NA,NA,NA,6,0,0
"Austria-2020-03-01","Austria","2020-03-01",14,0,0,0.357142857142857,0,0,NA,NA,14,0,0,0,0,5,0,0,0,0,NA,NA,NA,5,0,0
"Austria-2020-03-02","Austria","2020-03-02",18,0,0,0.222222222222222,0,0,NA,NA,18,0,0,0,0,4,0,0,0,0,NA,NA,NA,4,0,0
"Austria-2020-03-03","Austria","2020-03-03",21,0,0,0.142857142857143,0,0,NA,NA,21,0,2,2,0,3,0,0,2,0,NA,NA,NA,3,0,0
"Austria-2020-03-04","Austria","2020-03-04",29,0,0,0.275862068965517,0,0,NA,NA,29,0,2,2,0,8,0,0,0,0,NA,NA,NA,8,0,0
"Austria-2020-03-05","Austria","2020-03-05",41,0,0,0.292682926829268,0,0,NA,NA,41,0,3,3,0,12,0,0,1,0,NA,NA,NA,12,0,0
"Austria-2020-03-06","Austria","2020-03-06",55,0,0,0.254545454545455,0,0,NA,NA,55,0,3,3,0,14,0,0,0,0,NA,NA,NA,14,0,0
"Austria-2020-03-07","Austria","2020-03-07",79,0,0,0.30379746835443,0,0,NA,NA,79,0,9,9,0,24,0,0,6,0,NA,NA,NA,24,0,0
"Austria-2020-03-08","Austria","2020-03-08",104,0,0,0.240384615384615,0,0,NA,NA,104,0,14,14,0,25,0,0,5,0,0.273454506815857,NA,NA,25,0,0
"Austria-2020-03-09","Austria","2020-03-09",131,0,2,0.206106870229008,0,1,NA,NA,129,0,18,18,0,27,0,2,4,0,0.259503467068555,NA,NA,27,0,2
"Austria-2020-03-10","Austria","2020-03-10",182,0,4,0.28021978021978,0,0.5,NA,NA,178,2,21,21,2,51,0,2,3,2,0.257010837746658,NA,NA,51,0,2
"Austria-2020-03-11","Austria","2020-03-11",246,0,4,0.260162601626016,0,0,NA,NA,242,2,29,29,2,64,0,0,8,0,0.25813426716277,NA,NA,64,0,0
"Austria-2020-03-12","Austria","2020-03-12",302,1,4,0.185430463576159,1,0,NA,NA,297,3,41,41,3,56,1,0,12,1,0.234460866207116,NA,NA,56,1,0
"Austria-2020-03-13","Austria","2020-03-13",504,1,6,0.400793650793651,0,0.333333333333333,NA,NA,497,3,55,55,3,202,0,2,14,0,0.266542673288923,NA,NA,202,0,2
"Austria-2020-03-14","Austria","2020-03-14",655,1,6,0.230534351145038,0,0,NA,NA,648,9,79,79,9,151,0,0,24,6,0.271428169472129,NA,NA,151,0,0
"Austria-2020-03-15","Austria","2020-03-15",860,1,6,0.238372093023256,0,0,NA,NA,853,14,104,104,14,205,0,0,25,5,0.263058632032824,NA,NA,205,0,0
"Austria-2020-03-16","Austria","2020-03-16",1018,3,6,0.155206286836935,0.666666666666667,0,NA,NA,1009,18,129,131,18,158,2,0,27,4,0.242067369075008,NA,NA,158,2,0
"Austria-2020-03-17","Austria","2020-03-17",1332,3,1,0.235735735735736,0,-5,NA,NA,1328,21,178,182,21,314,0,-5,51,3,0.252128423506923,NA,NA,314,0,-5
"Austria-2020-03-18","Austria","2020-03-18",1646,4,9,0.190765492102066,0.25,0.888888888888889,NA,NA,1633,29,242,246,29,314,1,8,64,8,0.210122791768606,NA,NA,314,1,8
"Austria-2020-03-19","Austria","2020-03-19",2013,6,9,0.182314952806756,0.333333333333333,0,NA,NA,1998,41,297,302,41,367,2,0,56,12,0.20047891210095,NA,NA,367,2,0
"Austria-2020-03-20","Austria","2020-03-20",2388,6,9,0.157035175879397,0,0,NA,NA,2373,55,497,504,55,375,0,0,202,14,0.184211528672178,NA,NA,375,0,0
"Austria-2020-03-21","Austria","2020-03-21",2814,8,9,0.151385927505331,0.25,0,NA,NA,2797,79,648,655,79,426,2,0,151,24,0.183447456805857,NA,NA,426,2,0
"Austria-2020-03-22","Austria","2020-03-22",3582,16,9,0.214405360134003,0.5,0,NA,NA,3557,104,853,860,104,768,8,0,205,25,0.179181381685511,NA,NA,768,8,0
"Austria-2020-03-23","Austria","2020-03-23",4474,21,9,0.199374161823871,0.238095238095238,0,NA,NA,4444,129,1009,1018,131,892,5,0,158,27,0.180903115629872,NA,NA,892,5,0
"Belgium-2020-01-22","Belgium","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Belgium-2020-01-23","Belgium","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-24","Belgium","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-25","Belgium","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-26","Belgium","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-27","Belgium","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-28","Belgium","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-29","Belgium","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Belgium-2020-01-30","Belgium","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-01-31","Belgium","2020-01-31",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-01","Belgium","2020-02-01",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-02","Belgium","2020-02-02",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-03","Belgium","2020-02-03",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-04","Belgium","2020-02-04",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Belgium-2020-02-05","Belgium","2020-02-05",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Belgium-2020-02-06","Belgium","2020-02-06",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-07","Belgium","2020-02-07",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-08","Belgium","2020-02-08",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-09","Belgium","2020-02-09",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-10","Belgium","2020-02-10",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-11","Belgium","2020-02-11",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Belgium-2020-02-12","Belgium","2020-02-12",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-13","Belgium","2020-02-13",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-14","Belgium","2020-02-14",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-15","Belgium","2020-02-15",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-16","Belgium","2020-02-16",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-17","Belgium","2020-02-17",1,0,1,0,0,1,NA,NA,0,0,1,1,0,0,0,1,0,0,NA,NA,NA,0,0,1
"Belgium-2020-02-18","Belgium","2020-02-18",1,0,1,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,1,NA,NA,NA,0,0,0
"Belgium-2020-02-19","Belgium","2020-02-19",1,0,1,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-20","Belgium","2020-02-20",1,0,1,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-21","Belgium","2020-02-21",1,0,1,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-22","Belgium","2020-02-22",1,0,1,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-23","Belgium","2020-02-23",1,0,1,0,0,0,NA,NA,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-24","Belgium","2020-02-24",1,0,1,0,0,0,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-25","Belgium","2020-02-25",1,0,1,0,0,0,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-26","Belgium","2020-02-26",1,0,1,0,0,0,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-27","Belgium","2020-02-27",1,0,1,0,0,0,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-28","Belgium","2020-02-28",1,0,1,0,0,0,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-02-29","Belgium","2020-02-29",1,0,1,0,0,0,NA,NA,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Belgium-2020-03-01","Belgium","2020-03-01",2,0,1,0.5,0,0,NA,NA,1,1,0,1,1,1,0,0,0,0,NA,NA,NA,1,0,0
"Belgium-2020-03-02","Belgium","2020-03-02",8,0,1,0.75,0,0,NA,NA,7,0,0,1,1,6,0,0,0,0,NA,NA,NA,6,0,0
"Belgium-2020-03-03","Belgium","2020-03-03",13,0,1,0.384615384615385,0,0,NA,NA,12,0,0,1,1,5,0,0,0,0,NA,NA,NA,5,0,0
"Belgium-2020-03-04","Belgium","2020-03-04",23,0,1,0.434782608695652,0,0,NA,NA,22,0,0,1,1,10,0,0,0,0,NA,NA,NA,10,0,0
"Belgium-2020-03-05","Belgium","2020-03-05",50,0,1,0.54,0,0,NA,NA,49,0,0,1,1,27,0,0,0,0,NA,NA,NA,27,0,0
"Belgium-2020-03-06","Belgium","2020-03-06",109,0,1,0.541284403669725,0,0,NA,NA,108,0,0,1,1,59,0,0,0,0,0.530136479396152,NA,NA,59,0,0
"Belgium-2020-03-07","Belgium","2020-03-07",169,0,1,0.355029585798817,0,0,NA,NA,168,0,0,1,1,60,0,0,0,0,0.451142396555916,NA,NA,60,0,0
"Belgium-2020-03-08","Belgium","2020-03-08",200,0,1,0.155,0,0,NA,NA,199,0,1,2,1,31,0,0,1,0,0.405219319632839,NA,NA,31,0,0
