"","Country.Region","date","confirmed","deaths","recovered","confirmed_growth_rate","death_growth_rate","recovered_growth_rate","death_rate","recovered_rate","active","active_lag14","active_lag7","confirmed_lag7","confirmed_lag14","new_confirmed","new_deaths","new_recovered","new_confirmed_lag7","new_confirmed_lag14","conf_growth_rate_ma","death_growth_rate_ma","recovered_growth_rate_ma","diff_confirmed","diff_deaths","diff_recovered"
"Portugal-2020-03-10","Portugal","2020-03-10",41,0,0,0.268292682926829,0,0,NA,NA,41,0,2,2,0,11,0,0,0,0,NA,NA,NA,11,0,0
"Portugal-2020-03-11","Portugal","2020-03-11",59,0,0,0.305084745762712,0,0,NA,NA,59,0,5,5,0,18,0,0,3,0,NA,NA,NA,18,0,0
"Portugal-2020-03-12","Portugal","2020-03-12",59,0,0,0,0,0,NA,NA,59,0,8,8,0,0,0,0,3,0,NA,NA,NA,0,0,0
"Portugal-2020-03-13","Portugal","2020-03-13",112,0,1,0.473214285714286,0,1,NA,NA,111,0,13,13,0,53,0,1,5,0,0.209318342880765,NA,NA,53,0,1
"Portugal-2020-03-14","Portugal","2020-03-14",169,0,2,0.337278106508876,0,0.5,NA,NA,167,0,20,20,0,57,0,1,7,0,0.276773964182541,NA,NA,57,0,1
"Portugal-2020-03-15","Portugal","2020-03-15",245,0,2,0.310204081632653,0,0,NA,NA,243,0,30,30,0,76,0,0,10,0,0.285156243923705,NA,NA,76,0,0
"Portugal-2020-03-16","Portugal","2020-03-16",331,0,3,0.259818731117825,0,0.333333333333333,NA,NA,328,2,30,30,2,86,0,1,0,2,0.276103040994728,NA,NA,86,0,1
"Portugal-2020-03-17","Portugal","2020-03-17",448,1,3,0.261160714285714,1,0,NA,NA,444,2,41,41,2,117,1,0,11,0,0.328335183851871,NA,NA,117,1,0
"Portugal-2020-03-18","Portugal","2020-03-18",448,2,3,0,0.5,0,NA,NA,443,5,59,59,5,0,1,0,18,3,0.233692326709014,NA,NA,0,1,0
"Portugal-2020-03-19","Portugal","2020-03-19",785,3,3,0.429299363057325,0.333333333333333,0,NA,NA,779,8,59,59,8,337,1,0,0,3,0.252096578018703,NA,NA,337,1,0
"Portugal-2020-03-20","Portugal","2020-03-20",1020,6,5,0.230392156862745,0.5,0.4,NA,NA,1009,13,111,112,13,235,3,2,53,5,0.236134193064722,NA,NA,235,3,2
"Portugal-2020-03-21","Portugal","2020-03-21",1280,12,5,0.203125,0.5,0,NA,NA,1263,20,167,169,20,260,6,0,57,7,0.224795446841157,NA,NA,260,6,0
"Portugal-2020-03-22","Portugal","2020-03-22",1600,14,5,0.2,0.142857142857143,0,NA,NA,1581,30,243,245,30,320,2,0,76,10,0.212563303984014,NA,NA,320,2,0
"Portugal-2020-03-23","Portugal","2020-03-23",2060,23,5,0.223300970873786,0.391304347826087,0,NA,NA,2032,30,328,331,30,460,9,0,86,0,0.257223498158771,NA,NA,460,9,0
"Spain-2020-01-22","Spain","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Spain-2020-01-23","Spain","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-24","Spain","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-25","Spain","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-26","Spain","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-27","Spain","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-28","Spain","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-29","Spain","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Spain-2020-01-30","Spain","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-01-31","Spain","2020-01-31",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-01","Spain","2020-02-01",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Spain-2020-02-02","Spain","2020-02-02",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-03","Spain","2020-02-03",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-04","Spain","2020-02-04",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-05","Spain","2020-02-05",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Spain-2020-02-06","Spain","2020-02-06",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-07","Spain","2020-02-07",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-08","Spain","2020-02-08",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Spain-2020-02-09","Spain","2020-02-09",2,0,0,0.5,0,0,NA,NA,2,0,1,1,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Spain-2020-02-10","Spain","2020-02-10",2,0,0,0,0,0,NA,NA,2,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-11","Spain","2020-02-11",2,0,0,0,0,0,NA,NA,2,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-12","Spain","2020-02-12",2,0,0,0,0,0,NA,NA,2,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-13","Spain","2020-02-13",2,0,0,0,0,0,NA,NA,2,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-14","Spain","2020-02-14",2,0,0,0,0,0,NA,NA,2,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-15","Spain","2020-02-15",2,0,2,0,0,1,NA,NA,0,1,1,1,1,0,0,2,0,1,NA,NA,NA,0,0,2
"Spain-2020-02-16","Spain","2020-02-16",2,0,2,0,0,0,NA,NA,0,1,2,2,1,0,0,0,1,0,NA,NA,NA,0,0,0
"Spain-2020-02-17","Spain","2020-02-17",2,0,2,0,0,0,NA,NA,0,1,2,2,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-18","Spain","2020-02-18",2,0,2,0,0,0,NA,NA,0,1,2,2,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-19","Spain","2020-02-19",2,0,2,0,0,0,NA,NA,0,1,2,2,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-20","Spain","2020-02-20",2,0,2,0,0,0,NA,NA,0,1,2,2,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-21","Spain","2020-02-21",2,0,2,0,0,0,NA,NA,0,1,2,2,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-22","Spain","2020-02-22",2,0,2,0,0,0,NA,NA,0,1,0,2,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-23","Spain","2020-02-23",2,0,2,0,0,0,NA,NA,0,2,0,2,2,0,0,0,0,1,NA,NA,NA,0,0,0
"Spain-2020-02-24","Spain","2020-02-24",2,0,2,0,0,0,NA,NA,0,2,0,2,2,0,0,0,0,0,NA,NA,NA,0,0,0
"Spain-2020-02-25","Spain","2020-02-25",6,0,2,0.666666666666667,0,0,NA,NA,4,2,0,2,2,4,0,0,0,0,NA,NA,NA,4,0,0
"Spain-2020-02-26","Spain","2020-02-26",13,0,2,0.538461538461538,0,0,NA,NA,11,2,0,2,2,7,0,0,0,0,NA,NA,NA,7,0,0
"Spain-2020-02-27","Spain","2020-02-27",15,0,2,0.133333333333333,0,0,NA,NA,13,2,0,2,2,2,0,0,0,0,NA,NA,NA,2,0,0
"Spain-2020-02-28","Spain","2020-02-28",32,0,2,0.53125,0,0,NA,NA,30,2,0,2,2,17,0,0,0,0,NA,NA,NA,17,0,0
"Spain-2020-02-29","Spain","2020-02-29",45,0,2,0.288888888888889,0,0,NA,NA,43,0,0,2,2,13,0,0,0,0,NA,NA,NA,13,0,0
"Spain-2020-03-01","Spain","2020-03-01",84,0,2,0.464285714285714,0,0,NA,NA,82,0,0,2,2,39,0,0,0,0,NA,NA,NA,39,0,0
"Spain-2020-03-02","Spain","2020-03-02",120,0,2,0.3,0,0,NA,NA,118,0,0,2,2,36,0,0,0,0,0.343551587301587,NA,NA,36,0,0
"Spain-2020-03-03","Spain","2020-03-03",165,1,2,0.272727272727273,1,0,NA,NA,162,0,4,6,2,45,1,0,4,0,0.371430375180375,NA,NA,45,1,0
"Spain-2020-03-04","Spain","2020-03-04",222,2,2,0.256756756756757,0.5,0,NA,NA,218,0,11,13,2,57,1,0,7,0,0.316531726531727,NA,NA,57,1,0
"Spain-2020-03-05","Spain","2020-03-05",259,3,2,0.142857142857143,0.333333333333333,0,NA,NA,254,0,13,15,2,37,1,0,2,0,0.287325377325377,NA,NA,37,1,0
"Spain-2020-03-06","Spain","2020-03-06",400,5,2,0.3525,0.4,0,NA,NA,393,0,30,32,2,141,2,0,17,0,0.264968234468234,NA,NA,141,2,0
"Spain-2020-03-07","Spain","2020-03-07",500,10,30,0.2,0.5,0.933333333333333,NA,NA,460,0,43,45,2,100,5,28,13,0,0.244968234468234,NA,NA,100,5,28
"Spain-2020-03-08","Spain","2020-03-08",673,17,30,0.257057949479941,0.411764705882353,0,NA,NA,626,0,82,84,2,173,7,0,39,0,0.241834369818768,NA,NA,173,7,0
"Spain-2020-03-09","Spain","2020-03-09",1073,28,32,0.372786579683131,0.392857142857143,0.0625,NA,NA,1013,0,118,120,2,400,11,2,36,0,0.265040334404043,NA,NA,400,11,2
"Spain-2020-03-10","Spain","2020-03-10",1695,35,32,0.366961651917404,0.2,0,NA,NA,1628,4,162,165,6,622,7,0,45,4,0.309861236216095,NA,NA,622,7,0
"Spain-2020-03-11","Spain","2020-03-11",2277,54,183,0.255599472990777,0.351851851851852,0.825136612021858,NA,0.080368906455863,2040,11,218,222,13,582,19,151,57,7,0.290481130814251,NA,0.364193989071038,582,19,151
"Spain-2020-03-12","Spain","2020-03-12",2277,55,183,0,0.0181818181818182,0,NA,0.080368906455863,2039,13,254,259,15,0,1,0,37,2,0.250481130814251,NA,0.177527322404372,0,1,0
"Spain-2020-03-13","Spain","2020-03-13",5232,133,193,0.564793577981651,0.586466165413534,0.0518134715025907,0.0254204892966361,0.036888379204893,4906,30,393,400,32,2955,78,10,141,17,0.312028256514593,0.309871395660869,0.18789001670489,2955,78,10
"Spain-2020-03-14","Spain","2020-03-14",6391,195,517,0.181348771710217,0.317948717948718,0.626692456479691,0.0305116570176811,0.080895008605852,5679,43,460,500,45,1159,62,324,100,13,0.27374069492001,0.294889710679184,0.300728508000828,1159,62,324
"Spain-2020-03-15","Spain","2020-03-15",7798,289,517,0.180430879712747,0.325259515570934,0,0.0370607848166196,0.0662990510387279,6992,82,626,673,84,1407,94,0,173,39,0.236434540479079,0.319941613793371,0.300728508000828,1407,94,0
"Spain-2020-03-16","Spain","2020-03-16",9942,342,530,0.215650774492054,0.154970760233918,0.0245283018867925,0.0343995171997586,0.0533091933212633,9070,118,1013,1073,120,2144,53,13,400,36,0.228444800779334,0.280565395469784,0.140606845973815,2144,53,13
"Spain-2020-03-17","Spain","2020-03-17",11748,533,1028,0.153728294177732,0.358348968105066,0.48443579766537,0.0453694245829077,0.0875042560435819,10187,162,1628,1695,165,1806,191,498,622,45,0.25919045961488,0.348598825454434,0.237494005506889,1806,191,498
"Spain-2020-03-18","Spain","2020-03-18",13910,623,1081,0.155427749820273,0.14446227929374,0.0490286771507863,0.0447879223580158,0.0777138749101366,12206,218,2040,2277,222,2162,90,53,582,57,0.177317293982605,0.260198048230475,0.236937046636528,2162,90,53
"Spain-2020-03-19","Spain","2020-03-19",17963,830,1107,0.225630462617603,0.249397590361446,0.023486901535682,0.046206090296721,0.0616266770583978,16026,254,2039,2277,259,4053,207,26,0,37,0.186173632164082,0.246487822713021,0.116295935647726,4053,207,26
"Spain-2020-03-20","Spain","2020-03-20",20410,1043,1588,0.119892209701127,0.204218600191755,0.302896725440806,0.0511024007839294,0.0778049975502205,17779,393,4906,5232,400,2447,213,481,2955,141,0.174065898161758,0.222279639637185,0.176875280735887,2447,213,481
"Spain-2020-03-21","Spain","2020-03-21",25374,1375,2125,0.195633325451249,0.241454545454545,0.252705882352941,0.0541893276582328,0.0837471427445417,21874,460,5679,6391,500,4964,332,537,1159,100,0.170062408353597,0.23957639668131,0.222510796829117,4964,332,537
"Spain-2020-03-22","Spain","2020-03-22",28768,1772,2575,0.117978309232481,0.224040632054176,0.174757281553398,0.0615962180200222,0.0895091768631813,24421,626,6992,7798,673,3394,397,450,1407,173,0.162912411364547,0.212714729471132,0.160575093606723,3394,397,450
"Spain-2020-03-23","Spain","2020-03-23",35136,2311,2575,0.181238615664845,0.233232366940718,0,0.0657729963570128,0.0732866575591985,30250,1013,9070,9942,1073,6368,539,0,2144,400,0.168074584533461,0.230468747000528,0.150769358176565,6368,539,0
"Sweden-2020-01-22","Sweden","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Sweden-2020-01-23","Sweden","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-24","Sweden","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-25","Sweden","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-26","Sweden","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-27","Sweden","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-28","Sweden","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-29","Sweden","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Sweden-2020-01-30","Sweden","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-01-31","Sweden","2020-01-31",1,0,0,1,0,0,NA,NA,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,1,0,0
"Sweden-2020-02-01","Sweden","2020-02-01",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-02","Sweden","2020-02-02",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-03","Sweden","2020-02-03",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-04","Sweden","2020-02-04",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-05","Sweden","2020-02-05",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Sweden-2020-02-06","Sweden","2020-02-06",1,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-07","Sweden","2020-02-07",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,1,0,NA,NA,NA,0,0,0
"Sweden-2020-02-08","Sweden","2020-02-08",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-09","Sweden","2020-02-09",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-10","Sweden","2020-02-10",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-11","Sweden","2020-02-11",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-12","Sweden","2020-02-12",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-13","Sweden","2020-02-13",1,0,0,0,0,0,NA,NA,1,0,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-14","Sweden","2020-02-14",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,1,NA,NA,NA,0,0,0
"Sweden-2020-02-15","Sweden","2020-02-15",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-16","Sweden","2020-02-16",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-17","Sweden","2020-02-17",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-18","Sweden","2020-02-18",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-19","Sweden","2020-02-19",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-20","Sweden","2020-02-20",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-21","Sweden","2020-02-21",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-22","Sweden","2020-02-22",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-23","Sweden","2020-02-23",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-24","Sweden","2020-02-24",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-25","Sweden","2020-02-25",1,0,0,0,0,0,NA,NA,1,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-26","Sweden","2020-02-26",2,0,0,0.5,0,0,NA,NA,2,1,1,1,1,1,0,0,0,0,NA,NA,NA,1,0,0
"Sweden-2020-02-27","Sweden","2020-02-27",7,0,0,0.714285714285714,0,0,NA,NA,7,1,1,1,1,5,0,0,0,0,NA,NA,NA,5,0,0
"Sweden-2020-02-28","Sweden","2020-02-28",7,0,0,0,0,0,NA,NA,7,1,1,1,1,0,0,0,0,0,NA,NA,NA,0,0,0
"Sweden-2020-02-29","Sweden","2020-02-29",12,0,0,0.416666666666667,0,0,NA,NA,12,1,1,1,1,5,0,0,0,0,NA,NA,NA,5,0,0
"Sweden-2020-03-01","Sweden","2020-03-01",14,0,0,0.142857142857143,0,0,NA,NA,14,1,1,1,1,2,0,0,0,0,NA,NA,NA,2,0,0
"Sweden-2020-03-02","Sweden","2020-03-02",15,0,0,0.0666666666666667,0,0,NA,NA,15,1,1,1,1,1,0,0,0,0,NA,NA,NA,1,0,0
"Sweden-2020-03-03","Sweden","2020-03-03",21,0,0,0.285714285714286,0,0,NA,NA,21,1,1,1,1,6,0,0,0,0,NA,NA,NA,6,0,0
"Sweden-2020-03-04","Sweden","2020-03-04",35,0,0,0.4,0,0,NA,NA,35,1,2,2,1,14,0,0,1,0,NA,NA,NA,14,0,0
"Sweden-2020-03-05","Sweden","2020-03-05",94,0,0,0.627659574468085,0,0,NA,NA,94,1,7,7,1,59,0,0,5,0,NA,NA,NA,59,0,0
"Sweden-2020-03-06","Sweden","2020-03-06",101,0,0,0.0693069306930693,0,0,NA,NA,101,1,7,7,1,7,0,0,0,0,0.289869491508421,NA,NA,7,0,0
"Sweden-2020-03-07","Sweden","2020-03-07",161,0,0,0.372670807453416,0,0,NA,NA,161,1,12,12,1,60,0,0,5,0,0.351070319665771,NA,NA,60,0,0
"Sweden-2020-03-08","Sweden","2020-03-08",203,0,0,0.206896551724138,0,0,NA,NA,203,1,14,14,1,42,0,0,2,0,0.335306772867742,NA,NA,42,0,0
"Sweden-2020-03-09","Sweden","2020-03-09",248,0,1,0.181451612903226,0,1,NA,NA,247,1,15,15,1,45,0,1,1,0,0.291597095448387,NA,NA,45,0,1
"Sweden-2020-03-10","Sweden","2020-03-10",355,0,1,0.301408450704225,0,0,NA,NA,354,1,21,21,1,107,0,0,6,0,0.226346870695615,NA,NA,107,0,0
"Sweden-2020-03-11","Sweden","2020-03-11",500,1,1,0.29,1,0,NA,NA,498,2,35,35,2,145,1,0,14,1,0.270485484557001,NA,NA,145,1,0
"Sweden-2020-03-12","Sweden","2020-03-12",599,1,1,0.165275459098498,0,0,NA,NA,597,7,94,94,7,99,0,0,59,5,0.229006414886017,NA,NA,99,0,0
"Sweden-2020-03-13","Sweden","2020-03-13",814,1,1,0.264127764127764,0,0,NA,NA,812,7,101,101,7,215,0,0,7,0,0.240452657366743,NA,NA,215,0,0
"Sweden-2020-03-14","Sweden","2020-03-14",961,2,1,0.152965660770031,0.5,0,NA,NA,958,12,161,161,12,147,1,0,60,5,0.234755466940104,NA,NA,147,1,0
"Sweden-2020-03-15","Sweden","2020-03-15",1022,3,1,0.0596868884540117,0.333333333333333,0,NA,NA,1018,14,203,203,14,61,1,0,42,2,0.186411154490061,NA,NA,61,1,0
"Sweden-2020-03-16","Sweden","2020-03-16",1103,6,1,0.0734360834088849,0.5,0,NA,NA,1096,15,247,248,15,81,3,0,45,1,0.143098371171838,NA,NA,81,3,0
"Sweden-2020-03-17","Sweden","2020-03-17",1190,7,1,0.073109243697479,0.142857142857143,0,NA,NA,1182,21,354,355,21,87,1,0,107,6,0.124665128091634,NA,NA,87,1,0
"Sweden-2020-03-18","Sweden","2020-03-18",1279,10,1,0.0695856137607506,0.3,0,NA,NA,1268,35,498,500,35,89,3,0,145,14,0.0857566980182315,NA,NA,89,3,0
"Sweden-2020-03-19","Sweden","2020-03-19",1439,11,16,0.111188325225851,0.0909090909090909,0.9375,NA,NA,1412,94,597,599,94,160,1,15,99,59,0.0774012309093955,NA,NA,160,1,15
"Sweden-2020-03-20","Sweden","2020-03-20",1639,16,16,0.12202562538133,0.3125,0,NA,NA,1607,101,812,814,101,200,5,0,215,7,0.0898689782948592,NA,NA,200,5,0
"Sweden-2020-03-21","Sweden","2020-03-21",1763,20,16,0.0703346568349404,0.2,0,NA,NA,1727,161,958,961,161,124,4,0,147,60,0.0892486929800703,NA,NA,124,4,0
"Sweden-2020-03-22","Sweden","2020-03-22",1934,21,16,0.0884177869700103,0.0476190476190476,0,NA,NA,1897,203,1018,1022,203,171,1,0,61,42,0.0923104016345765,NA,NA,171,1,0
"Sweden-2020-03-23","Sweden","2020-03-23",2046,25,16,0.0547409579667644,0.16,0,NA,NA,2005,247,1096,1103,248,112,4,0,81,45,0.0893414704757793,NA,NA,112,4,0
"Switzerland-2020-01-22","Switzerland","2020-01-22",0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"Switzerland-2020-01-23","Switzerland","2020-01-23",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-24","Switzerland","2020-01-24",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-25","Switzerland","2020-01-25",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-26","Switzerland","2020-01-26",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-27","Switzerland","2020-01-27",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-28","Switzerland","2020-01-28",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-29","Switzerland","2020-01-29",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-30","Switzerland","2020-01-30",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-01-31","Switzerland","2020-01-31",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-01","Switzerland","2020-02-01",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-02","Switzerland","2020-02-02",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-03","Switzerland","2020-02-03",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-04","Switzerland","2020-02-04",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-05","Switzerland","2020-02-05",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0
"Switzerland-2020-02-06","Switzerland","2020-02-06",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-07","Switzerland","2020-02-07",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-08","Switzerland","2020-02-08",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-09","Switzerland","2020-02-09",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-10","Switzerland","2020-02-10",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-11","Switzerland","2020-02-11",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-12","Switzerland","2020-02-12",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
"Switzerland-2020-02-13","Switzerland","2020-02-13",0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0
